rollout/ep_rew_mean,time/fps,time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/value_loss,train/std,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/explained_variance,train/loss,train/approx_kl,train/learning_rate,time/total timesteps,eval/speed,eval/speed_penalty,eval/mean_reward,eval/action_norm_penalty,eval/mean_ep_length,eval/cost_of_transport
,,,,,,0.28566140111070126,0.2442939281463623,0.2,0.1745361328125,-0.012382685779448366,-0.07520633302628994,140,0.4107394218444824,0.15849243104457855,0.013544927,0.0001,60000,0.7716608438573351,0.06184752652828969,11287.5400390625,0.0,153.0,363.3798882345356
49.364452,59,15,65.38,61440,1039,,,,,,,,,,,,,,,,,,
45.54338,59,16,59.75,65536,1105,0.2736195928417146,0.24367381632328033,0.2,0.192041015625,-0.012978066872165073,-0.0616315359249711,150,0.4584404230117798,0.09921935200691223,0.015414459,0.0001,,,,,,,
47.8069,59,17,63.3,69632,1171,0.27307077702134847,0.24392953515052795,0.2,0.1818359375,-0.010907062784826848,-0.05581142958253622,160,0.4444129467010498,0.07739436626434326,0.014702195,0.0001,,,,,,,
,,,,,,0.2602244946639985,0.24394914507865906,0.2,0.1800537109375,-0.012349238337628776,-0.06091644130647182,170,0.48043203353881836,0.06474319100379944,0.015609633,0.0001,70000,1.0368048049011116,0.0831861979315496,16094.744140625,0.0,218.0,335.99574887990383
50.56567,58,18,64.79,73728,1253,,,,,,,,,,,,,,,,,,
49.028763,59,19,61.56,77824,1318,0.27541758415754886,0.24389557540416718,0.2,0.17001953125,-0.011568796076971921,-0.05925275590270758,180,0.44402605295181274,0.09990975260734558,0.01287458,0.0001,,,,,,,
,,,,,,0.2884896533098072,0.2431533932685852,0.2,0.190380859375,-0.01244337232565158,-0.04393167402595281,190,0.43574076890945435,0.1274784505367279,0.016121253,0.0001,80000,0.7120006237684715,0.09252843663485887,9754.62109375,0.0,132.0,385.34510784807685
52.370903,58,20,66.35,81920,1392,,,,,,,,,,,,,,,,,,
57.306538,59,21,74.14,86016,1456,0.2695590568706393,0.2422952651977539,0.2,0.1783935546875,-0.010584224579724832,-0.017745485343039036,200,0.4010828733444214,0.13681387901306152,0.015024122,0.0001,,,,,,,
,,,,,,0.2654769357526675,0.24230223894119263,0.2,0.1857177734375,-0.011981178443966201,-0.00534832552075386,210,0.47703731060028076,0.1295328438282013,0.013807474,0.0001,90000,0.5191729126689595,0.16943277469025128,7182.32275390625,0.0,98.0,445.1957951404293
59.456295,58,22,75.44,90112,1528,,,,,,,,,,,,,,,,,,
61.01043,59,23,77.95,94208,1593,0.2784533069934696,0.24180211126804352,0.2,0.1820556640625,-0.011164455513790018,0.0056223606690764425,220,0.43099546432495117,0.11213330924510956,0.014306298,0.0001,,,,,,,
60.68599,59,24,76.8,98304,1658,0.2548340554581955,0.24189475178718567,0.2,0.178369140625,-0.011916787660811678,0.011154787242412567,230,0.4753531813621521,0.062324874103069305,0.014941089,0.0001,,,,,,,
,,,,,,0.24091586919967084,0.24150703847408295,0.2,0.1933837890625,-0.011909794285020325,0.01842794567346573,240,0.4774274230003357,0.09662478417158127,0.016384821,0.0001,100000,1.1239934473248891,0.05935230976406723,19730.3671875,0.0,266.0,279.46471284706263
63.474342,58,25,79.03,102400,1742,,,,,,,,,,,,,,,,,,
68.09353,58,26,84.79,106496,1805,0.2598680344875902,0.24095246195793152,0.2,0.18779296875,-0.0134317299547547,0.034323538094758986,250,0.47151219844818115,0.16122041642665863,0.016339988,0.0001,,,,,,,
,,,,,,0.21412663366645573,0.24078305065631866,0.2,0.19580078125,-0.01203745572056505,0.04669917654246092,260,0.5376826524734497,0.13939857482910156,0.016165052,0.0001,110000,0.30976547318339603,0.11252686660891299,4522.50439453125,0.0,62.0,448.5121725524128
72.02418,59,27,89.19,110592,1873,,,,,,,,,,,,,,,,,,
70.77411,59,28,87.33,114688,1935,0.25519015884492546,0.24038806557655334,0.2,0.1746337890625,-0.00922588953981176,0.056548376008868216,270,0.5187967121601105,0.1720443218946457,0.012875065,0.0001,,,,,,,
74.90767,59,29,90.91,118784,1996,0.2509288302389905,0.23966094851493835,0.2,0.1972900390625,-0.013061552097497042,0.07646970544010401,280,0.4952857494354248,0.11399845778942108,0.016311709,0.0001,,,,,,,
,,,,,,0.24853499310556798,0.2395339459180832,0.2,0.1898681640625,-0.01192194883187767,0.09080589134246111,290,0.5251924693584442,0.11523595452308655,0.01532045,0.0001,120000,0.9914240685361743,0.03298636279369817,17216.2265625,0.0,232.0,257.11561812346116
70.4288,59,30,86.31,122880,2075,,,,,,,,,,,,,,,,,,
69.73032,59,31,85.24,126976,2138,0.2525676927063614,0.23870669305324554,0.2,0.2155517578125,-0.013891847447666805,0.10697357021272183,300,0.5298579633235931,0.07327732443809509,0.017479183,0.0001,,,,,,,
,,,,,,0.26491518926341084,0.23904931545257568,0.2,0.1936767578125,-0.012669980245118496,0.11413552053272724,310,0.5141990482807159,0.1616607904434204,0.015137705,0.0001,130000,0.8496266246097294,0.09055162849261401,13924.59765625,0.0,188.0,298.68032227166793
75.45227,59,32,92.04,131072,2214,,,,,,,,,,,,,,,,,,
73.041756,59,33,88.98,135168,2277,0.22731315494747834,0.23905837535858154,0.2,0.193896484375,-0.012597248615929858,0.10802742522209882,320,0.5705676078796387,0.06204481050372124,0.016295686,0.0001,,,,,,,
68.537895,59,34,82.9,139264,2339,0.2511076606344432,0.23910586535930634,0.2,0.1966064453125,-0.013109715422615409,0.10737991034984588,330,0.5802531838417053,0.11721871793270111,0.015309066,0.0001,,,,,,,
,,,,,,0.256771596102044,0.23961368203163147,0.2,0.1995849609375,-0.013702473733064834,0.09637779928743839,340,0.5673255920410156,0.12187270820140839,0.015524143,0.0001,140000,1.1189417262553354,0.05961949021780355,21925.94140625,0.0,295.0,225.7172076331378
67.4151,59,35,81.76,143360,2421,,,,,,,,,,,,,,,,,,
73.68216,59,36,88.69,147456,2482,0.25404287501005457,0.23877215385437012,0.2,0.199755859375,-0.012815697302721673,0.10452926270663739,350,0.5232545733451843,0.10530513525009155,0.01688456,0.0001,,,,,,,
,,,,,,0.22911503444192932,0.23830804228782654,0.2,0.206982421875,-0.013346299101249315,0.1252064060419798,360,0.5539398789405823,0.13677643239498138,0.015602815,0.0001,150000,1.0840103935904561,0.022530737441946655,17724.45703125,0.0,239.0,256.3316364872476
77.47163,59,37,91.88,151552,2559,,,,,,,,,,,,,,,,,,
85.555984,59,38,101.08,155648,2620,0.24661074017640203,0.23823000490665436,0.2,0.193408203125,-0.012193269943963969,0.13574695065617562,370,0.568878561258316,0.10967118293046951,0.015593687,0.0001,,,,,,,
87.91697,59,39,103.5,159744,2680,0.1700005090679042,0.2377106100320816,0.2,0.1986083984375,-0.011071125087255496,0.14723570831120014,380,0.6613083779811859,0.08295231312513351,0.017664429,0.0001,,,,,,,
,,,,,,0.21657365076243879,0.2367188036441803,0.2,0.2039306640625,-0.013946948873490328,0.17400599252432586,390,0.6373129189014435,0.08758457005023956,0.017821085,0.0001,160000,0.9781828042069206,0.016452371031674528,17065.767578125,0.0,230.0,240.78290302922068
90.495125,59,40,106.24,163840,2758,,,,,,,,,,,,,,,,,,
90.39663,59,41,105.46,167936,2818,0.2305476984474808,0.23626232147216797,0.2,0.211474609375,-0.012651167608055403,0.19530858471989632,400,0.5835030674934387,0.08214821666479111,0.016556337,0.0001,,,,,,,
,,,,,,0.2092732971534133,0.2356836497783661,0.2,0.2120361328125,-0.012707353392033837,0.21653060782700778,410,0.6638869643211365,0.05559302121400833,0.016812772,0.0001,170000,1.051439911821483,0.026076487734408325,17991.169921875,0.0,242.0,232.25826348405397
92.4971,59,42,108.17,172032,2895,,,,,,,,,,,,,,,,,,
99.15315,59,43,115.53,176128,2956,0.1846454879443627,0.234990194439888,0.2,0.18662109375,-0.009509762442758075,0.23566426299512386,420,0.6684143543243408,0.08865439891815186,0.015138689,0.0001,,,,,,,
,,,,,,0.1805681082769297,0.2350330650806427,0.2,0.21337890625,-0.01227083981357282,0.24820819757878781,430,0.6947238147258759,0.08659661561250687,0.016829362,0.0001,180000,0.8707643774608189,0.03833507599973841,16023.287109375,0.0,216.0,256.35802812946287
92.357216,59,44,108.2,180224,3036,,,,,,,,,,,,,,,,,,
89.3124,59,45,104.98,184320,3097,0.24588356638560072,0.2350228875875473,0.2,0.1977294921875,-0.011615763572626748,0.2448022374883294,440,0.634366363286972,0.109265998005867,0.016552728,0.0001,,,,,,,
86.41834,59,46,100.74,188416,3159,0.1621637087140698,0.2345554679632187,0.2,0.189306640625,-0.008865162981965113,0.2548482000827789,450,0.7121250033378601,0.04131045937538147,0.014137702,0.0001,,,,,,,
,,,,,,0.21851728742476553,0.23363500833511353,0.2,0.2033447265625,-0.01242775352220633,0.28145784996449946,460,0.6464228332042694,0.0743931457400322,0.016384711,0.0001,190000,1.0808982641641782,0.018121520359020895,17846.642578125,0.0002925381064414978,240.0,213.34990487728277
92.913574,59,47,108.02,192512,3237,,,,,,,,,,,,,,,,,,
91.43268,59,48,105.35,196608,3297,0.1977410629740916,0.234478160738945,0.2,0.217626953125,-0.013736153178251697,0.28008733987808226,470,0.5839506089687347,0.07890143245458603,0.016661514,0.0001,,,,,,,
,,,,,,0.18503092864993959,0.23455466330051422,0.2,0.212548828125,-0.013027831269573653,0.2643285607919097,480,0.6446060538291931,0.09564246982336044,0.018427264,0.0001,200000,0.9946179735743429,0.016370218460189875,16234.65625,3.945609750268666e-05,219.0,226.04801929772051
96.17207,59,49,111.04,200704,3371,,,,,,,,,,,,,,,,,,
101.358986,59,50,116.39,204800,3430,0.18318597808247433,0.2349788099527359,0.2,0.1927734375,-0.0089846791132004,0.2566271800547838,490,0.6632716357707977,0.08815979957580566,0.013885386,0.0001,,,,,,,
102.91479,59,51,118.12,208896,3489,0.14846142713795416,0.23395250737667084,0.2,0.2154052734375,-0.012661779445625142,0.27083541788160803,500,0.7067507207393646,0.04318653792142868,0.016165175,0.0001,,,,,,,
,,,,,,0.16272249285830184,0.23364458978176117,0.2,0.21484375,-0.014258828344463837,0.29155900683254005,510,0.7169956564903259,0.05456257611513138,0.01689034,0.0001,210000,1.086853057851405,0.02169496766353637,17921.544921875,0.0,241.0,221.12645092309063
104.62876,59,52,119.26,212992,3563,,,,,,,,,,,,,,,,,,
102.78125,59,53,117.13,217088,3622,0.18822867077542468,0.23358942568302155,0.2,0.2098388671875,-0.012364552316284971,0.29779014103114604,520,0.6639566719532013,0.09537383913993835,0.018403346,0.0001,,,,,,,
,,,,,,0.18747339681722225,0.23299168050289154,0.2,0.2048095703125,-0.011494847687572474,0.30858088452368976,530,0.6694456934928894,0.07819405943155289,0.01764414,0.0001,220000,1.098577563932661,0.030445665036583778,17838.1640625,0.0,240.0,227.53783666964313
98.18451,59,54,112.23,221184,3697,,,,,,,,,,,,,,,,,,
98.65234,59,55,113.43,225280,3757,0.19989305867347867,0.23261289298534393,0.2,0.188037109375,-0.009868395111698191,0.32626471724361183,540,0.6519061923027039,0.08351480960845947,0.015287116,0.0001,,,,,,,
102.999886,60,56,118.11,229376,3813,0.21785742259817198,0.23266087472438812,0.2,0.209521484375,-0.012034427580510964,0.3307579388841987,550,0.6447053551673889,0.0577516108751297,0.017943464,0.0001,,,,,,,
,,,,,,0.15759006204898468,0.23292507231235504,0.2,0.237158203125,-0.013984051846637157,0.3256923986598849,560,0.6462684273719788,0.0706540197134018,0.019101715,0.0001,230000,0.8600665658323268,0.021975371996169512,13837.240234375,0.0,187.0,258.07299081061717
104.33272,60,57,120.11,233472,3884,,,,,,,,,,,,,,,,,,
110.99497,60,58,126.17,237568,3942,0.1796212758519687,0.23272599279880524,0.2,0.2129150390625,-0.012224984468048206,0.3256272453814745,570,0.6493963897228241,0.10637130588293076,0.01857109,0.0001,,,,,,,
,,,,,,0.15316751196514816,0.2324368953704834,0.2,0.21962890625,-0.01423662324959878,0.33501133043318987,580,0.7228951156139374,0.044631555676460266,0.017541273,0.0001,240000,1.1164648575095812,0.02468596477164981,17503.1171875,0.0011904823072886063,236.0,217.050214623148
107.77169,60,59,122.58,241664,4014,,,,,,,,,,,,,,,,,,
108.877396,60,60,122.91,245760,4074,0.18139289277605714,0.23210328817367554,0.2,0.21943359375,-0.013624601938136038,0.34835728649049996,590,0.7339052855968475,0.05943205580115318,0.01738351,0.0001,,,,,,,
110.81829,60,61,125.2,249856,4131,0.1461384613532573,0.23186913132667542,0.2,0.223974609375,-0.013527918793988647,0.3586828391999006,600,0.744094729423523,0.0413070023059845,0.018028928,0.0001,,,,,,,
,,,,,,0.16751513675553725,0.2314666211605072,0.2,0.206494140625,-0.010876505859050667,0.36849771309643986,610,0.7363031506538391,0.042721331119537354,0.016504876,0.0001,250000,1.1431133567074696,0.028586478423365497,20049.39453125,0.0011102674184022127,270.0,205.75801212032812
112.70295,60,62,126.85,253952,4205,,,,,,,,,,,,,,,,,,
117.3196,60,63,131.76,258048,4261,0.14544975938624702,0.23123297095298767,0.2,0.19296875,-0.012042623236993677,0.3793037820607424,620,0.7415822148323059,0.041554853320121765,0.015862446,0.0001,,,,,,,
,,,,,,0.16254680227139034,0.23126626014709473,0.2,0.2101806640625,-0.011366432327849906,0.38386683985590936,630,0.7216178476810455,0.036527231335639954,0.016535439,0.0001,260000,-0.09470016920725437,0.34632825007484885,1003.3145751953125,0.01906468187059675,14.0,509.62393549785105
118.84205,60,64,133.02,262144,4319,,,,,,,,,,,,,,,,,,
124.25966,60,65,138.84,266240,4375,0.11401607568841428,0.23102936148643494,0.2,0.220458984375,-0.012068920986348531,0.38925261721014975,640,0.7712486833333969,0.02474338933825493,0.018458644,0.0001,,,,,,,
,,,,,,0.13456589569104835,0.23093733191490173,0.2,0.2271240234375,-0.01332688777911244,0.39704791698604824,650,0.7491366863250732,0.016897566616535187,0.018396376,0.0001,270000,0.9654209853716655,0.041600541064446335,16673.240234375,0.0010290948549906414,225.0,230.04231582881673
128.35065,60,66,143.16,270336,4447,,,,,,,,,,,,,,,,,,
129.9907,60,67,144.7,274432,4504,0.1603849806182552,0.2299208790063858,0.2,0.2005126953125,-0.01016698477542377,0.41621897285804155,660,0.7230154871940613,0.10196349024772644,0.018529654,0.0001,,,,,,,
132.95633,61,68,147.74,278528,4558,0.1365521161351353,0.2291068434715271,0.2,0.2227294921875,-0.012106171093182638,0.4493023695424199,670,0.7532542049884796,0.0339883491396904,0.0176894,0.0001,,,,,,,
,,,,,,0.08223034574184566,0.2283310741186142,0.2,0.2322998046875,-0.013706390598599683,0.47700776988640425,680,0.8488539904356003,0.04549255967140198,0.021064613,0.0001,280000,1.02124160307486,0.012899855388197093,17195.775390625,0.0004585965887292639,231.0,213.3995505006554
138.57799,61,69,153.44,282624,4628,,,,,,,,,,,,,,,,,,
145.66736,61,70,160.44,286720,4683,0.08884275199961848,0.22848057746887207,0.2,0.1972412109375,-0.010713457703241147,0.48739724662154915,690,0.851583257317543,0.005967225879430771,0.018398061,0.0001,,,,,,,
,,,,,,0.09975921913865023,0.22846324741840363,0.2,0.22880859375,-0.012914887209626613,0.4863747451454401,700,0.8595116436481476,0.045818377286195755,0.018762946,0.0001,290000,1.0574926874619524,0.015721977081753703,17945.513671875,0.0,242.0,212.71157502555067
145.19951,61,71,159.75,290816,4755,,,,,,,,,,,,,,,,,,
143.83046,61,72,157.44,294912,4810,0.16681469827890397,0.2268747240304947,0.2,0.218603515625,-0.01047991148152505,0.5166247709654271,710,0.7507281303405762,0.0701865553855896,0.017369952,0.0001,,,,,,,
143.36075,61,73,157.56,299008,4865,0.11807034109369852,0.22656987607479095,0.2,0.2257568359375,-0.011538444196776253,0.548638052213937,720,0.8038568943738937,0.045753635466098785,0.019214347,0.0001,,,,,,,
,,,,,,0.12867920798016713,0.2266612946987152,0.2,0.212109375,-0.010553283190529329,0.5514657214283943,730,0.7810778468847275,0.04759819060564041,0.017610839,0.0001,300000,1.1717391470016312,0.010780474640803334,19970.44921875,5.887897484364563e-05,269.0,192.7803879730406
145.97588,61,74,160.47,303104,4938,,,,,,,,,,,,,,,,,,
147.1657,61,75,162.02,307200,4994,0.10936973123461939,0.2261122316122055,0.2,0.2175048828125,-0.01303733973618364,0.5644145520403981,740,0.8327385038137436,0.06205248460173607,0.018445434,0.0001,,,,,,,
,,,,,,0.11965612174244597,0.22570905089378357,0.2,0.230419921875,-0.012265242917055729,0.5823697308078408,750,0.8041391968727112,0.031027942895889282,0.020473007,0.0001,310000,1.1749559788280215,0.008891769995104598,20276.828125,8.617892806783264e-05,273.0,198.89391476854345
147.66083,61,76,162.59,311296,5067,,,,,,,,,,,,,,,,,,
153.83116,61,77,168.84,315392,5122,0.09893019064329564,0.2256164252758026,0.2,0.2416259765625,-0.00947775215608999,0.5906359352171421,760,0.8425175100564957,0.004042400047183037,0.020736901,0.0001,,,,,,,
155.37016,61,78,169.34,319488,5178,0.1037447644979693,0.22486336529254913,0.2,0.2384033203125,-0.010855622148665135,0.6067545584402978,770,0.8472101241350174,0.039034802466630936,0.01937836,0.0001,,,,,,,
,,,,,,0.11506645123299677,0.2249903827905655,0.2,0.2376953125,-0.010682857712890837,0.6128380905836821,780,0.8317862302064896,0.051956355571746826,0.019656878,0.0001,320000,1.0371350622624578,0.008605854872085856,17814.119140625,0.0005319297313690185,240.0,196.36690081723842
157.55046,61,79,172.16,323584,5249,,,,,,,,,,,,,,,,,,
163.58095,61,80,178.01,327680,5304,0.11278734338411596,0.22514425218105316,0.2,0.2372314453125,-0.013166275058392785,0.6112119721248745,790,0.8366210460662842,0.038657352328300476,0.022220474,0.0001,,,,,,,
,,,,,,0.08490099542832467,0.22450026869773865,0.2,0.212255859375,-0.010905658042975119,0.6228967214003205,800,0.864634320139885,0.011611701920628548,0.018505167,0.0001,330000,0.9903294445858594,0.011043559826252596,16841.1484375,0.001653878699315277,227.0,208.5407588716458
159.27226,61,81,172.76,331776,5376,,,,,,,,,,,,,,,,,,
160.34357,61,82,173.64,335872,5433,0.11306681173446123,0.22469040751457214,0.2,0.2312255859375,-0.009181647518926184,0.6282782643102109,810,0.8421286642551422,0.03831741213798523,0.018619854,0.0001,,,,,,,
167.08589,61,83,179.11,339968,5487,0.08290621078340336,0.22434407472610474,0.2,0.2278564453125,-0.010681463811488356,0.6335447699762881,820,0.8754527047276497,0.02523043006658554,0.018081885,0.0001,,,,,,,
,,,,,,0.0708731235950836,0.22400563955307007,0.2,0.254833984375,-0.013957728794775904,0.645811856072396,830,0.8887103348970413,0.018949389457702637,0.020787582,0.0001,340000,1.1660776484908422,0.008747736181856043,20627.630859375,0.003562612438890478,277.0,200.6337639829316
164.1352,61,84,175.51,344064,5561,,,,,,,,,,,,,,,,,,
166.80513,61,85,177.8,348160,5615,0.08956233770877589,0.22348091006278992,0.2,0.21962890625,-0.010000919432059163,0.66150713423267,840,0.8788942843675613,0.05004598945379257,0.018761538,0.0001,,,,,,,
,,,,,,0.0875600661849603,0.22279591858386993,0.2,0.227392578125,-0.011898831463986426,0.6829367159865797,850,0.8745596557855606,0.014531007036566734,0.01860318,0.0001,350000,1.001112151736022,0.013372024556855646,17469.1328125,0.002583362954728147,235.0,208.89636139653706
165.44217,61,86,176.27,352256,5686,,,,,,,,,,,,,,,,,,
163.02519,62,87,173.78,356352,5740,0.07154626874544193,0.22386446595191956,0.2,0.254541015625,-0.017512364293361317,0.6735550362616778,860,0.8862743824720383,0.04535756632685661,0.022646615,0.0001,,,,,,,
,,,,,,0.09663624482636805,0.22402536869049072,0.2,0.239111328125,-0.011611809699024889,0.6566971393302083,870,0.8704823404550552,0.02913641184568405,0.019758834,0.0001,360000,1.2036912506130966,0.0136242162455705,20864.48828125,0.0034701465711899073,281.0,191.71851653292632
166.91885,61,88,177.87,360448,5814,,,,,,,,,,,,,,,,,,
168.02762,62,89,178.82,364544,5868,0.08125048016663641,0.22405926883220673,0.2,0.2322998046875,-0.00952033943740389,0.6523194713518023,880,0.8734930008649826,0.023959502577781677,0.018495835,0.0001,,,,,,,
165.715,62,90,176.33,368640,5922,0.07767037343000993,0.22372686862945557,0.2,0.229345703125,-0.011272865925639053,0.6622670747339725,890,0.8926082625985146,0.023704420775175095,0.020118505,0.0001,,,,,,,
,,,,,,0.09075352640938945,0.22236928343772888,0.2,0.226318359375,-0.011231924233288736,0.6948969583958388,900,0.8477247059345245,0.04112355038523674,0.021969855,0.0001,370000,1.0180306465311777,0.012219629771254521,17333.443359375,0.003117214456648274,233.0,202.0614783792066
169.1859,62,91,179.87,372736,5991,,,,,,,,,,,,,,,,,,
168.3745,62,92,179.13,376832,6045,0.08151806780369952,0.22278979420661926,0.2,0.224169921875,-0.011448201158054871,0.7115384573116899,910,0.8684395253658295,-0.0019239597022533417,0.017403834,0.0001,,,,,,,
,,,,,,0.07580993615847546,0.22227784991264343,0.2,0.2518310546875,-0.01304829515866004,0.71645831707865,920,0.8868313655257225,0.0062810927629470825,0.022690639,0.0001,380000,1.1563569600516372,0.009103246000862259,19709.28515625,0.006285422478082045,265.0,192.14748446499408
168.34418,62,93,179.01,380928,6118,,,,,,,,,,,,,,,,,,
169.4414,62,94,180.18,385024,6172,0.07912419140338897,0.2224869281053543,0.2,0.2474853515625,-0.01347274860017933,0.7216527187265456,930,0.8795237392187119,0.0073089078068733215,0.021081753,0.0001,,,,,,,
173.80405,62,95,184.43,389120,6224,0.10702861454919912,0.22224950790405273,0.2,0.2465576171875,-0.01042000636625744,0.7254313650541008,940,0.8402078598737717,0.017037317156791687,0.02007331,0.0001,,,,,,,
,,,,,,0.07014379748434293,0.2215845286846161,0.2,0.2181640625,-0.011088590614963322,0.7403694932349026,950,0.8875920325517654,0.05894308537244797,0.018068153,0.0001,390000,1.2911485826493712,0.008232305116981016,22934.083984375,0.013355459679256786,308.0,188.79709929675047
176.89328,62,96,187.46,393216,6295,,,,,,,,,,,,,,,,,,
182.09068,62,97,191.99,397312,6346,0.06567282090400113,0.22106748819351196,0.2,0.2365966796875,-0.010346082685282454,0.7628710789605975,960,0.9035607427358627,-0.019766872748732567,0.0192567,0.0001,,,,,,,
,,,,,,0.05528435852902476,0.22077682614326477,0.2,0.249755859375,-0.011132110274411388,0.7781643736176193,970,0.8977551236748695,-0.014402231201529503,0.021034274,0.0001,400000,1.1613916792164891,0.008148389181586946,20367.0078125,0.012438037317164623,274.0,193.8103116575406
187.16356,62,98,197.16,401408,6416,,,,,,,,,,,,,,,,,,
193.7638,62,99,203.89,405504,6468,0.06170473208039766,0.22169122099876404,0.2,0.2450439453125,-0.011220360513834748,0.7686348957940936,980,0.906117670238018,0.010472082532942295,0.019954048,0.0001,,,,,,,
195.29204,62,100,205.38,409600,6519,0.054719052561267745,0.2212848961353302,0.2,0.231396484375,-0.011427470103444647,0.7605455862358212,990,0.907746322453022,0.03227760270237923,0.01999835,0.0001,,,,,,,
,,,,,,0.06709935704711825,0.22058339416980743,0.2,0.250830078125,-0.0116066635644529,0.7825548116117715,1000,0.8919592052698135,-0.013751879334449768,0.022837536,0.0001,410000,1.189262638341867,0.009212856728953165,21187.826171875,0.01255574623743693,285.0,179.0248642428437
193.65605,62,101,203.54,413696,6588,,,,,,,,,,,,,,,,,,
194.25905,62,102,203.75,417792,6640,0.08047932164772646,0.21958573162555695,0.2,0.23037109375,-0.009120120872103144,0.8153018861077725,1010,0.8934050127863884,0.011072264984250069,0.018178042,0.0001,,,,,,,
,,,,,,0.04326361890998669,0.21860653162002563,0.2,0.2392578125,-0.011515114796748094,0.8497136682271957,1020,0.9333834648132324,0.01742943376302719,0.020886002,0.0001,420000,1.1981494831849626,0.007283122576160226,20891.982421875,0.016429188412703653,281.0,185.0311438018516
195.37355,62,103,204.63,421888,6708,,,,,,,,,,,,,,,,,,
194.93318,63,104,203.4,425984,6758,0.04042336054262705,0.21883858740329742,0.2,0.22900390625,-0.011848385031771613,0.8645789043977856,1030,0.935888908803463,0.03129010647535324,0.017527688,0.0001,,,,,,,
