rollout/ep_rew_mean,time/fps,time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/value_loss,train/std,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/explained_variance,train/loss,train/approx_kl,train/learning_rate,time/total timesteps,eval/speed,eval/speed_penalty,eval/mean_reward,eval/action_norm_penalty,eval/mean_ep_length,eval/cost_of_transport
,,,,,,0.04731341814040206,0.218997061252594,0.2,0.23017578125,-0.009098117842222564,0.8566589183174074,1040,0.9335784316062927,0.021774791181087494,0.018724754,0.0001,430000,1.2534549691852401,0.0050745047252859915,21553.05078125,0.020112040947223533,290.0,182.72695992540932
197.0544,62,105,205.07,430080,6827,,,,,,,,,,,,,,,,,,
201.20645,63,106,209.01,434176,6877,0.05962101503682789,0.21797309815883636,0.2,0.2705810546875,-0.01196786930795497,0.8755827596411109,1050,0.9251860454678535,0.03362283855676651,0.023549797,0.0001,,,,,,,
198.26665,63,107,206.34,438272,6928,0.06280373107292689,0.21705502271652222,0.2,0.230810546875,-0.009121666125793126,0.9088372804224492,1060,0.9161158874630928,0.011549904942512512,0.019177012,0.0001,,,,,,,
,,,,,,0.08087430990999564,0.2169886827468872,0.2,0.2359375,-0.010091415599890751,0.9271072141826153,1070,0.8763890787959099,0.03651111200451851,0.021140834,0.0001,440000,1.0584751445446559,0.006452170101154776,18031.6796875,0.02781046914660241,242.0,192.98157506932452
203.32834,63,108,211.05,442368,6992,,,,,,,,,,,,,,,,,,
207.76059,63,109,215.42,446464,7040,0.03527726844331482,0.21692036092281342,0.2,0.228955078125,-0.010095940788232838,0.9308768634684383,1080,0.9458580762147903,0.0005813045427203178,0.01888192,0.0001,,,,,,,
,,,,,,0.03099401379295159,0.21587330102920532,0.2,0.208154296875,-0.009927277080714702,0.956309936568141,1090,0.9545447900891304,0.03659755364060402,0.017370518,0.0001,450000,1.2918492413615088,0.00536172244739273,22497.8046875,0.02904886362568432,302.0,187.51762876290192
212.23273,63,110,220.08,450560,7108,,,,,,,,,,,,,,,,,,
211.85637,63,111,219.31,454656,7158,0.05593808346893638,0.21566320955753326,0.2,0.2404541015625,-0.008891233986287262,0.9812938589602709,1100,0.9246269911527634,0.019944459199905396,0.020325989,0.0001,,,,,,,
221.0943,63,112,229.01,458752,7208,0.05495307183737168,0.2157873660326004,0.2,0.2486572265625,-0.009922760260087671,0.9817188345827162,1110,0.9184058532118797,0.003973387181758881,0.017733624,0.0001,,,,,,,
,,,,,,0.033665514396125217,0.2164781093597412,0.2,0.2282470703125,-0.011402436476419097,0.9668631134554744,1120,0.9524711221456528,0.016449807211756706,0.019375702,0.0001,460000,1.3084762160852474,0.004530052769243673,22870.6484375,0.03738476379686536,307.0,175.84206520876305
220.23701,63,113,228.06,462848,7276,,,,,,,,,,,,,,,,,,
215.90239,63,114,224.22,466944,7325,0.04978126227651956,0.21648140251636505,0.2,0.24208984375,-0.01007496701386117,0.9531825549900532,1130,0.9306089952588081,0.08347699046134949,0.020870885,0.0001,,,,,,,
,,,,,,0.05503251086338423,0.21621020138263702,0.2,0.245947265625,-0.01114518525719177,0.957564396597445,1140,0.9236237406730652,0.006560111418366432,0.022814669,0.0001,470000,1.2219078788277038,0.004624276128227596,21246.13671875,0.038176960066745154,285.0,179.01301567277548
217.04715,63,115,225.55,471040,7394,,,,,,,,,,,,,,,,,,
218.05719,63,116,226.37,475136,7443,0.03268056436209008,0.2160530984401703,0.2,0.246728515625,-0.009624660987537937,0.9665911615826189,1150,0.9516558311879635,0.015536345541477203,0.018552965,0.0001,,,,,,,
217.9478,63,117,226.14,479232,7491,0.0554429741066997,0.21550072729587555,0.2,0.269873046875,-0.013318129846447846,0.9831037634052336,1160,0.9189956113696098,0.0025423411279916763,0.021506097,0.0001,,,,,,,
,,,,,,0.04448797467921395,0.2147175520658493,0.2,0.2510009765625,-0.009943721354648005,1.012117101252079,1170,0.9362571761012077,0.010341823101043701,0.020350026,0.0001,480000,1.3608591009873894,0.0035616188346291994,24074.7734375,0.042444445769484196,323.0,177.17495314702907
218.54184,63,118,226.4,483328,7560,,,,,,,,,,,,,,,,,,
223.87144,64,119,232.03,487424,7608,0.03933073778680409,0.21439649164676666,0.2,0.2437255859375,-0.009149641816475197,1.0316453455016017,1180,0.9416190721094608,0.03408343344926834,0.021960419,0.0001,,,,,,,
,,,,,,0.03164900738702272,0.21410657465457916,0.2,0.2509765625,-0.010823372581944568,1.0429181769490241,1190,0.9525565728545189,0.023955438286066055,0.023090601,0.0001,490000,1.3899444580482323,0.0069169071250568745,24801.28125,0.051552099866552036,333.0,169.86926605798593
226.41386,64,120,234.16,491520,7676,,,,,,,,,,,,,,,,,,
229.08563,64,121,236.47,495616,7724,0.04742915416281903,0.21373867988586426,0.2,0.271826171875,-0.012313529790117173,1.0549586042761803,1200,0.9352820217609406,0.03788682818412781,0.022992305,0.0001,,,,,,,
233.74101,64,122,241.55,499712,7772,0.0389749820358702,0.21357856690883636,0.2,0.2455810546875,-0.012983789759528009,1.06714958101511,1210,0.9345765560865402,-0.04514801502227783,0.020949354,0.0001,,,,,,,
,,,,,,0.04572599758103024,0.21371343731880188,0.2,0.2636474609375,-0.012088482782201027,1.06961857881397,1220,0.93422881513834,0.03231537714600563,0.022218056,0.0001,500000,1.3566634572544805,0.005333488753925654,23963.306640625,0.060239126963645036,322.0,166.43571352168314
230.80031,64,123,238.91,503808,7840,,,,,,,,,,,,,,,,,,
231.7788,64,124,239.91,507904,7887,0.05089171688305214,0.2132115513086319,0.2,0.2685546875,-0.010219970862090122,1.0777568163350224,1230,0.9274710714817047,0.021758846938610077,0.022526301,0.0001,,,,,,,
,,,,,,0.03666165054310113,0.21289433538913727,0.2,0.25498046875,-0.010659226083953399,1.0947162033990026,1240,0.9470166824758053,0.03160429373383522,0.020588137,0.0001,510000,1.2230220029478025,0.005117903012933564,21468.15234375,0.05924984088374509,288.0,181.08303328846355
232.39622,64,125,240.74,512000,7953,,,,,,,,,,,,,,,,,,
232.2835,64,126,240.84,516096,8000,0.04712247371062404,0.2129853069782257,0.2,0.27353515625,-0.01304190608971112,1.101078111678362,1250,0.9349367842078209,0.017356816679239273,0.02353808,0.0001,,,,,,,
,,,,,,0.039504571819270494,0.21284116804599762,0.2,0.233544921875,-0.007503758884740819,1.1065692134201526,1260,0.9410072267055511,0.033392973244190216,0.019115932,0.0001,520000,1.4481432092832278,0.00502714373008217,27061.77734375,0.06642678798722827,363.0,167.92213242256656
231.0629,64,127,239.4,520192,8070,,,,,,,,,,,,,,,,,,
233.62135,64,128,241.88,524288,8117,0.03299078413256211,0.21280238032341003,0.2,0.2449462890625,-0.009986536540964153,1.1079792883247137,1270,0.9538382962346077,0.019711200147867203,0.019919207,0.0001,,,,,,,
235.50146,64,129,243.76,528384,8165,0.03564267989204382,0.2127561718225479,0.2,0.25732421875,-0.011560516577083036,1.11190776117146,1280,0.9544604942202568,0.002825552597641945,0.022417445,0.0001,,,,,,,
,,,,,,0.0365362004871713,0.21256782114505768,0.2,0.267138671875,-0.008773300619759538,1.118808926269412,1290,0.9499471671879292,-0.004649139940738678,0.022132378,0.0001,530000,1.2032939247754446,0.004576519195083334,21187.578125,0.0640787116268225,285.0,181.21458382474637
235.78116,64,130,243.63,532480,8231,,,,,,,,,,,,,,,,,,
236.45898,64,131,244.07,536576,8278,0.04256038237508619,0.2125292718410492,0.2,0.2719482421875,-0.009896735514485045,1.1240566192194819,1300,0.9409538730978966,-0.007991024293005466,0.023027848,0.0001,,,,,,,
,,,,,,0.02788252187820035,0.21242961287498474,0.2,0.259912109375,-0.010952120113142883,1.1286760171875359,1310,0.9577335342764854,0.01557963527739048,0.022986175,0.0001,540000,1.119842373148144,0.0059788257421186895,20086.638671875,0.062118495835198295,270.0,181.83308856815373
239.43639,64,132,246.57,540672,8342,,,,,,,,,,,,,,,,,,
243.24252,64,133,251.16,544768,8389,0.03424963068173383,0.21167144179344177,0.2,0.2805419921875,-0.011826126860614749,1.1500886948779225,1320,0.952968243509531,0.01628492958843708,0.024476223,0.0001,,,,,,,
241.48068,65,134,249.35,548864,8436,0.03963877003916423,0.21160463988780975,0.2,0.2377685546875,-0.009209878713409125,1.1668585130944849,1330,0.9438074380159378,-0.008877641521394253,0.019534625,0.0001,,,,,,,
,,,,,,0.05323867154802429,0.21130098402500153,0.2,0.294580078125,-0.009860447825485608,1.1712920846417547,1340,0.9145877733826637,0.008951855823397636,0.024007201,0.0001,550000,1.363666327058368,0.005991595678823515,24908.74609375,0.07424570731262663,335.0,173.4188816224457
243.90132,65,135,251.5,552960,8504,,,,,,,,,,,,,,,,,,
243.33546,65,136,251.0,557056,8552,0.0315691303134372,0.211178258061409,0.2,0.2540283203125,-0.009953924146975624,1.177666212245822,1350,0.9519522003829479,-0.014407983049750328,0.02271511,0.0001,,,,,,,
,,,,,,0.06195401034783572,0.21054473519325256,0.2,0.287255859375,-0.012690514481073478,1.1986673520877957,1360,0.9013444930315018,0.000531662255525589,0.025216391,0.0001,560000,1.3541945268118192,0.006621631752087259,24818.814453125,0.08101225185680676,333.0,166.9438575412483
242.22134,65,137,249.85,561152,8619,,,,,,,,,,,,,,,,,,
243.2419,65,138,251.21,565248,8665,0.04816495151317213,0.21035200357437134,0.2,0.2343994140625,-0.0075611419280903645,1.2115944473072886,1370,0.9252474680542946,0.031053651124238968,0.019681886,0.0001,,,,,,,
246.32994,65,139,255.27,569344,8711,0.03471157753810985,0.2104301154613495,0.2,0.2527099609375,-0.009017311963179963,1.2112587176263332,1380,0.9438086599111557,0.06357508152723312,0.020762488,0.0001,,,,,,,
,,,,,,0.03072016889345832,0.210496723651886,0.2,0.230908203125,-0.009043743250367697,1.2127767633646727,1390,0.9574373252689838,0.0006721671670675278,0.019459564,0.0001,570000,1.4081976473983633,0.02513834660409603,28524.853515625,0.10112820515122177,383.0,173.90214838495217
249.51959,65,140,258.37,573440,8782,,,,,,,,,,,,,,,,,,
245.19107,65,141,254.03,577536,8829,0.042052016653178724,0.2103528380393982,0.2,0.2458984375,-0.00888622444763314,1.2137639047577977,1400,0.9317032545804977,0.01689305156469345,0.020947833,0.0001,,,,,,,
,,,,,,0.04722076630205265,0.21047192811965942,0.2,0.267578125,-0.009306756295700325,1.2149437114596366,1410,0.928152546286583,-0.005072774365544319,0.023691108,0.0001,580000,1.4036638424368673,0.011036763983204334,27236.44921875,0.09238529465889019,366.0,169.9792885122378
251.58777,65,142,261.01,581632,8899,,,,,,,,,,,,,,,,,,
254.42732,65,143,264.72,585728,8945,0.031463829435233494,0.2105167806148529,0.2,0.27138671875,-0.00789570881133841,1.2127299901098012,1420,0.947963185608387,-0.01694048009812832,0.023943055,0.0001,,,,,,,
255.88556,65,144,266.31,589824,8992,0.027894072123308432,0.20991547405719757,0.2,0.24560546875,-0.010324159635820252,1.2235127886757255,1430,0.957331832498312,0.0078519806265831,0.019736977,0.0001,,,,,,,
,,,,,,0.027984124996874016,0.20932604372501373,0.2,0.2716796875,-0.012794307501462755,1.248784066736698,1440,0.9533822238445282,0.03540344163775444,0.02532094,0.0001,590000,1.4737696217406415,0.011394725515781905,29825.275390625,0.10261510714888572,400.0,170.18383454774212
260.03772,65,145,271.49,593920,9063,,,,,,,,,,,,,,,,,,
264.7134,65,146,275.78,598016,9108,0.025901142532529776,0.20906586945056915,0.2,0.257861328125,-0.012084558835704228,1.2634735727682709,1450,0.9648238979279995,0.013125457800924778,0.022253644,0.0001,,,,,,,
,,,,,,0.02491321340421564,0.20760399103164673,0.2,0.2552490234375,-0.009836094164347742,1.2989499291405082,1460,0.964559156447649,-0.00460756104439497,0.022480125,0.0001,600000,1.3156024498348982,0.012749152315230085,25686.001953125,0.08532784054244774,345.0,179.24681649545118
265.62656,65,147,276.22,602112,9176,,,,,,,,,,,,,,,,,,
266.3617,65,148,276.94,606208,9223,0.03024312153538631,0.207621231675148,0.2,0.27783203125,-0.009147174204554177,1.324119689874351,1470,0.9529828727245331,0.025156624615192413,0.027486505,0.0001,,,,,,,
,,,,,,0.03876243476988748,0.2075653225183487,0.2,0.25380859375,-0.009081399782735389,1.328598453849554,1480,0.944038886576891,0.011752184480428696,0.023350466,0.0001,610000,1.4444023877479228,0.024874680521159993,29821.98046875,0.10989195972681046,400.0,168.08138577541223
266.45792,65,149,276.56,610304,9294,,,,,,,,,,,,,,,,,,
266.02704,65,150,276.26,614400,9340,0.022607322328258305,0.20780642330646515,0.2,0.2490966796875,-0.007674863903230289,1.3270630268380046,1490,0.9661678709089756,-0.026246119290590286,0.022766817,0.0001,,,,,,,
270.26306,65,151,282.24,618496,9386,0.023603467921566333,0.20797355473041534,0.2,0.2586181640625,-0.008367451279627857,1.3200193887576461,1500,0.9693290814757347,0.0021247752010822296,0.022476181,0.0001,,,,,,,
,,,,,,0.029304473755473737,0.20771890878677368,0.2,0.262939453125,-0.008002302800741745,1.3210955739021302,1510,0.9615633264183998,0.0182199589908123,0.023850307,0.0001,620000,1.401327047883623,0.04682988527212097,29815.716796875,0.10809677973389625,400.0,165.55243348278304
265.5902,65,152,277.82,622592,9458,,,,,,,,,,,,,,,,,,
263.41354,65,153,276.33,626688,9504,0.03848017386189895,0.20786891877651215,0.2,0.270556640625,-0.010437887185980798,1.3180208854377269,1520,0.95221933349967,0.026521842926740646,0.022751888,0.0001,,,,,,,
,,,,,,0.030456776967912446,0.2072117030620575,0.2,0.2447265625,-0.0099359176487269,1.3324327079579235,1530,0.9624780490994453,-0.010963020846247673,0.020810524,0.0001,630000,1.4697556228935307,0.024666637087501764,29825.310546875,0.11949981912970543,400.0,164.82772716121198
263.2401,65,154,276.5,630784,9575,,,,,,,,,,,,,,,,,,
267.66876,65,155,280.87,634880,9620,0.02921982951447717,0.20640623569488525,0.2,0.249755859375,-0.00795958347771375,1.359697700291872,1540,0.9618686623871326,0.011005932465195656,0.024931146,0.0001,,,,,,,
270.35388,66,156,283.59,638976,9664,0.025997295021079482,0.20631752908229828,0.2,0.26962890625,-0.012526845934917218,1.378516940586269,1550,0.9619396105408669,-0.002744247205555439,0.023420962,0.0001,,,,,,,
,,,,,,0.022158302820753307,0.2055489718914032,0.2,0.25498046875,-0.009407516666942683,1.3952828992158175,1560,0.9639214240014553,-0.016901684924960136,0.019888708,0.0001,640000,1.4172084535548306,0.03797240045775378,29817.5390625,0.13301679208874703,400.0,167.2743431443431
271.74265,66,157,284.63,643072,9734,,,,,,,,,,,,,,,,,,
274.70227,66,158,286.75,647168,9778,0.027186987639288417,0.2051806002855301,0.2,0.253515625,-0.00730483369443391,1.4166332410648466,1570,0.9650775827467442,0.02251923643052578,0.021985412,0.0001,,,,,,,
,,,,,,0.0204210721047275,0.20558539032936096,0.2,0.2412109375,-0.006921310878533404,1.4177107207477093,1580,0.9707578159868717,-0.02290133386850357,0.021528203,0.0001,650000,1.4160363004851302,0.010951697165367884,26941.060546875,0.14414625569601744,362.0,176.77126320783205
278.94116,66,159,290.86,651264,9843,,,,,,,,,,,,,,,,,,
282.40506,66,160,292.59,655360,9887,0.019488809155882338,0.20504368841648102,0.2,0.2491455078125,-0.009539279808450374,1.4227668216452003,1590,0.973417965695262,0.010091114789247513,0.020796875,0.0001,,,,,,,
284.42456,66,161,294.26,659456,9930,0.03350091043030261,0.20442719757556915,0.2,0.2637451171875,-0.007356203709969122,1.4490815484896302,1600,0.9569956250488758,0.0011299545876681805,0.021473214,0.0001,,,,,,,
,,,,,,0.01757992218626896,0.20370115339756012,0.2,0.24287109375,-0.008935545876738615,1.4760101774707437,1610,0.9703220892697573,0.005349800921976566,0.01907362,0.0001,660000,1.4764606750337848,0.015264429984532465,29826.322265625,0.1507086281478405,400.0,167.56873217958153
287.91028,66,162,297.8,663552,9996,,,,,,,,,,,,,,,,,,
293.35724,66,163,304.32,667648,10040,0.022778781092347343,0.20387263596057892,0.2,0.2389892578125,-0.008224632136261789,1.4892359213903545,1620,0.9641830921173096,0.039854057133197784,0.019904062,0.0001,,,,,,,
,,,,,,0.031562496443802955,0.2037910670042038,0.2,0.2692626953125,-0.009066950335909495,1.4869336161762476,1630,0.956799641251564,0.017137236893177032,0.022041805,0.0001,670000,1.3759063012565338,0.020718023940926818,26060.568359375,0.13406412414142063,350.0,170.48830087960442
297.7091,66,164,308.64,671744,10105,,,,,,,,,,,,,,,,,,
297.67212,66,165,307.82,675840,10150,0.027743276740511646,0.20394395291805267,0.2,0.2491943359375,-0.00914066314799129,1.4823551312088967,1640,0.9611334204673767,-0.014781413599848747,0.02219807,0.0001,,,,,,,
300.80145,66,166,311.56,679936,10194,0.015402680863917339,0.20317350327968597,0.2,0.244775390625,-0.004408081531437347,1.4972541734576226,1650,0.9649297595024109,0.029538478702306747,0.02018848,0.0001,,,,,,,
,,,,,,0.03846670461643953,0.2034374624490738,0.2,0.2803955078125,-0.0067447883280692626,1.509935411810875,1660,0.9427895024418831,-0.028032390400767326,0.024879403,0.0001,680000,1.4473416764054807,0.02430713961630407,29813.83984375,0.1404821902513504,400.0,176.43802299493476
299.26172,66,167,309.73,684032,10263,,,,,,,,,,,,,,,,,,
299.46292,66,168,310.37,688128,10307,0.03239237774105277,0.20283567905426025,0.2,0.246728515625,-0.007004777581823873,1.5163147881627084,1670,0.9537365958094597,0.03823111951351166,0.020447537,0.0001,,,,,,,
,,,,,,0.03429976104162051,0.20239122211933136,0.2,0.263134765625,-0.00851953270212107,1.5403032522648572,1680,0.9498005360364914,-0.004723444581031799,0.020806553,0.0001,690000,1.5034719639484322,0.009544659712574398,29828.197265625,0.15105768889188767,400.0,167.97014985806953
296.74927,66,169,307.88,692224,10374,,,,,,,,,,,,,,,,,,
295.11588,66,170,305.67,696320,10417,0.027620280223345617,0.20235833525657654,0.2,0.2712646484375,-0.00646658464520442,1.551845782622695,1690,0.9579940550029278,0.03964998200535774,0.02385755,0.0001,,,,,,,
,,,,,,0.018982187016081297,0.20333682000637054,0.2,0.2758056640625,-0.011000940131998505,1.5362672485411166,1700,0.9676240645349026,-0.016202615574002266,0.024765458,0.0001,700000,1.4720572105965812,0.01619415918948927,29828.4921875,0.1776620914041996,400.0,165.0159873515469
291.254,66,171,301.5,700416,10485,,,,,,,,,,,,,,,,,,
292.93292,66,172,303.6,704512,10530,0.023256269207195146,0.20353150367736816,0.2,0.2939697265625,-0.010983962462341878,1.5152923617511989,1710,0.9684838131070137,-0.014461196959018707,0.026367977,0.0001,,,,,,,
291.48303,67,173,301.8,708608,10574,0.023201584599883064,0.20299670100212097,0.2,0.2645751953125,-0.008185512005002237,1.525098335929215,1720,0.967305414378643,0.016497690230607986,0.020751085,0.0001,,,,,,,
,,,,,,0.031048588410340017,0.20282812416553497,0.2,0.2741455078125,-0.008585016372308019,1.5356126144528388,1730,0.9582587778568268,-0.0023182425647974014,0.0246738,0.0001,710000,1.4752047105122872,0.01142179203340387,29414.794921875,0.16846914215932918,395.0,165.7576386695779
293.51013,66,174,304.32,712704,10641,,,,,,,,,,,,,,,,,,
294.57202,67,175,305.77,716800,10684,0.024155356647679583,0.20241154730319977,0.2,0.27568359375,-0.01218533472456329,1.5486290577799082,1740,0.9659275859594345,0.0028443802148103714,0.024946248,0.0001,,,,,,,
,,,,,,0.02306749946656055,0.202659472823143,0.2,0.2774658203125,-0.00862087419573072,1.5515901850536467,1750,0.9668850600719452,0.011251918971538544,0.024157936,0.0001,720000,1.444817527190101,0.019832571337958925,29822.166015625,0.18612072214484215,400.0,169.90278177511732
292.3659,67,176,302.52,720896,10752,,,,,,,,,,,,,,,,,,
295.02783,67,177,305.26,724992,10796,0.035246756502601784,0.20275111496448517,0.2,0.3127685546875,-0.011485862542394898,1.5464986497536302,1760,0.9349443763494492,-0.009198125451803207,0.02619036,0.0001,,,,,,,
298.64352,67,178,310.09,729088,10840,0.02582199879543623,0.20218431949615479,0.2,0.2783203125,-0.008820031621144152,1.5602239195257426,1770,0.9658473990857601,0.02482374757528305,0.023424422,0.0001,,,,,,,
,,,,,,0.022864391495386372,0.20146675407886505,0.2,0.257373046875,-0.009167593114761985,1.586905718781054,1780,0.9666926860809326,-0.00948098860681057,0.021960355,0.0001,730000,1.494148004888363,0.009990808444267618,29827.166015625,0.16689254879951476,400.0,168.83269087744395
301.48846,67,179,313.17,733184,10907,,,,,,,,,,,,,,,,,,
301.7922,67,180,313.45,737280,10949,0.035037164691311774,0.20193378627300262,0.2,0.2751953125,-0.010558399286674102,1.5904972717165946,1790,0.9499498195946217,0.02094218134880066,0.023653716,0.0001,,,,,,,
,,,,,,0.021564861041406404,0.2015981823205948,0.2,0.2730712890625,-0.008979585448105353,1.5853577019646763,1800,0.9596464745700359,-0.029291249811649323,0.023531705,0.0001,740000,1.396605522153779,0.012632645596200098,27107.8671875,0.1644758673814627,364.0,173.12374380626602
306.14276,67,181,318.25,741376,11014,,,,,,,,,,,,,,,,,,
310.39093,67,182,323.28,745472,11056,0.02593373367926688,0.201841339468956,0.2,0.26328125,-0.007720874949154677,1.589736307784915,1810,0.9542294479906559,0.008795034140348434,0.02273876,0.0001,,,,,,,
312.6592,67,183,326.49,749568,11098,0.0327552911148814,0.201684832572937,0.2,0.2578857421875,-0.007249873993714573,1.586892482638359,1820,0.9528872556984425,0.0010407324880361557,0.022771608,0.0001,,,,,,,
,,,,,,0.034829626890132206,0.20113694667816162,0.2,0.3015625,-0.010366628574047354,1.6024047687649727,1830,0.9439699128270149,0.07319466024637222,0.02576612,0.0001,750000,1.4257237972558165,0.014009918658019148,28108.212890625,0.17719059409918608,378.0,174.05201003317703
317.28723,67,184,331.43,753664,11164,,,,,,,,,,,,,,,,,,
316.2081,67,185,330.5,757760,11206,0.02868888519333268,0.2016850709915161,0.2,0.2505615234375,-0.007436413895266014,1.601863176561892,1840,0.9470625817775726,0.040559906512498856,0.02211088,0.0001,,,,,,,
,,,,,,0.02839286535308929,0.20111627876758575,0.2,0.2800048828125,-0.010321269273481449,1.6056118974462152,1850,0.9511768110096455,-0.04601874202489853,0.023706052,0.0001,760000,1.2525757231090102,0.017726223292964045,22745.283203125,0.1639390040456859,306.0,178.1575942369231
312.53964,67,186,326.21,761856,11268,,,,,,,,,,,,,,,,,,
312.24023,67,187,325.55,765952,11311,0.01568280896608485,0.20099590718746185,0.2,0.257275390625,-0.011377804783478496,1.6179016448557377,1860,0.9676339253783226,-0.02129492349922657,0.025516037,0.0001,,,,,,,
,,,,,,0.019351274815926446,0.20109739899635315,0.2,0.2922119140625,-0.009745029861369403,1.614134508743882,1870,0.9697246719151735,-0.0013866759836673737,0.025927689,0.0001,770000,1.5323381860486556,0.0063264056110262975,29832.14453125,0.19771676406264305,400.0,165.32826421468909
311.4461,67,188,324.32,770048,11376,,,,,,,,,,,,,,,,,,
307.6521,67,189,319.53,774144,11418,0.027697208671452245,0.20076614618301392,0.2,0.2740234375,-0.009220493412612996,1.6229996647685767,1880,0.9615481644868851,0.027965333312749863,0.025936069,0.0001,,,,,,,
308.32098,67,190,319.6,778240,11460,0.0365259454039915,0.20003342628479004,0.2,0.300244140625,-0.010847540679969825,1.6486141353845596,1890,0.9469526708126068,-0.002925989218056202,0.024990622,0.0001,,,,,,,
,,,,,,0.022580027749427245,0.19916675984859467,0.2,0.2491455078125,-0.008731746499688598,1.6851148821413517,1900,0.9576664343476295,-0.009949118830263615,0.020629149,0.0001,780000,1.441428445559836,0.010654393084830814,27396.849609375,0.20163290980069534,368.0,174.16423488946236
308.17764,67,191,318.07,782336,11524,,,,,,,,,,,,,,,,,,
309.2993,67,192,318.68,786432,11565,0.023741047427029115,0.19914568960666656,0.2,0.29541015625,-0.010215092574435402,1.6998198548331858,1910,0.9626798927783966,-0.0016547227278351784,0.025864996,0.0001,,,,,,,
,,,,,,0.025829251655522967,0.19896310567855835,0.2,0.2552490234375,-0.00848002952443494,1.70744764842093,1920,0.9676293767988682,0.01573520340025425,0.019177184,0.0001,790000,1.49684987649285,0.010445380407490868,29825.826171875,0.2081429208815098,400.0,169.9860088079784
313.27145,67,193,322.31,790528,11629,,,,,,,,,,,,,,,,,,
315.91464,68,194,324.58,794624,11670,0.030497920125344535,0.19947828352451324,0.2,0.2766357421875,-0.009441306074222666,1.7037208387628198,1930,0.9550046101212502,-0.013265278190374374,0.025461879,0.0001,,,,,,,
319.28366,68,195,328.55,798720,11712,0.022159856427606428,0.19874031841754913,0.2,0.26171875,-0.011340807562373812,1.7160366922616959,1940,0.9567364864051342,-0.025773506611585617,0.020681785,0.0001,,,,,,,
,,,,,,0.0325679363526433,0.19898083806037903,0.2,0.2547607421875,-0.00814722368349976,1.725083494000137,1950,0.9409703612327576,0.014758439734578133,0.021577975,0.0001,800000,1.4643179486254372,0.016075498710303168,29826.10546875,0.18892600774765014,400.0,167.47594616944787
317.65323,68,196,326.87,802816,11779,,,,,,,,,,,,,,,,,,
317.0689,68,197,326.42,806912,11821,0.03262784473481588,0.19918276369571686,0.2,0.263134765625,-0.009545168822296547,1.714467614889145,1960,0.9432739168405533,0.04529132694005966,0.022404527,0.0001,,,,,,,
,,,,,,0.037235734117712124,0.1989685744047165,0.2,0.2962890625,-0.010160255647497252,1.719509551860392,1970,0.9396565482020378,0.0012908605858683586,0.028400827,0.0001,810000,1.4130322976727006,0.010132131541957416,26744.103515625,0.20802942225527962,359.0,177.43862782420192
316.19656,68,198,325.31,811008,11884,,,,,,,,,,,,,,,,,,
317.52676,68,199,326.94,815104,11925,0.027449670027272076,0.19903329014778137,0.2,0.293994140625,-0.010316583637177246,1.7297753106802702,1980,0.9579815566539764,0.0502820685505867,0.02707836,0.0001,,,,,,,
316.3205,68,200,326.48,819200,11967,0.03266840861251694,0.19860541820526123,0.2,0.2797607421875,-0.010488284210805433,1.7449371868744492,1990,0.950989343225956,-0.002781360410153866,0.023342865,0.0001,,,,,,,
,,,,,,0.029511272211311734,0.198232963681221,0.2,0.2911865234375,-0.007988087892954354,1.757324693724513,2000,0.9522170759737492,-0.0008743256330490112,0.024836766,0.0001,820000,1.4289765521019004,0.022042493610615815,29814.970703125,0.23704548671841622,400.0,176.22438606621242
318.37097,68,201,328.65,823296,12031,,,,,,,,,,,,,,,,,,
318.06815,68,202,329.02,827392,12073,0.023417956118646544,0.1980852335691452,0.2,0.2491943359375,-0.006015017890240415,1.772973101772368,2010,0.9646913856267929,-0.016870390623807907,0.020648897,0.0001,,,,,,,
,,,,,,0.028922317590331658,0.19815093278884888,0.2,0.3013916015625,-0.010427642061767984,1.7751306891441345,2020,0.9581146463751793,0.02643231488764286,0.025703717,0.0001,830000,1.4544983391712234,0.024155191688752336,29813.126953125,0.23813558354973793,400.0,177.21252465675036
315.91882,68,203,326.49,831488,12138,,,,,,,,,,,,,,,,,,
318.1581,68,204,328.86,835584,12179,0.03920279026206117,0.19839954376220703,0.2,0.2822509765625,-0.00860151923916419,1.7704666841775178,2030,0.9392599649727345,0.01702912710607052,0.024965748,0.0001,,,,,,,
326.56183,68,205,337.93,839680,12221,0.01877459125207679,0.19801251590251923,0.2,0.2505615234375,-0.009009474997947109,1.7744780981913209,2040,0.9689640868455172,-0.020227106288075447,0.020247407,0.0001,,,,,,,
,,,,,,0.030605971931800015,0.1980777084827423,0.2,0.2611328125,-0.008443450958657195,1.782162257283926,2050,0.9470387101173401,0.022064877673983574,0.02270176,0.0001,840000,1.4289347603549476,0.02131364116202523,29820.853515625,0.23082008928060532,400.0,170.60830630016756
327.74948,68,206,339.7,843776,12287,,,,,,,,,,,,,,,,,,
331.4435,68,207,343.79,847872,12328,0.031462183532494234,0.19831381738185883,0.2,0.2928955078125,-0.008408169572976475,1.7758092742413283,2060,0.9412050768733025,0.009407933801412582,0.023444932,0.0001,,,,,,,
