#{"t_start": 1630091104.8534548, "env_id": null}
r,l,t
69.65763,83,2163.506085
103.35708,117,2165.958035
64.16013,79,2167.154816
8.357851,13,2170.023648
72.6941,84,2170.897647
101.199554,115,2170.897723
78.754074,89,2170.897738
134.85175,146,2171.219027
44.31663,56,2171.456399
150.89091,173,2172.952698
89.39742,118,2174.369254
20.977917,23,2175.956466
25.443943,29,2179.67805
77.144455,94,2180.430688
127.32635,142,2180.677221
87.700645,112,2180.677291
62.44048,92,2181.823008
161.61098,182,2184.679502
72.409424,96,2185.401959
96.606834,112,2185.40204
55.765854,65,2185.962469
66.02836,79,2201.33092
27.687704,40,2202.661957
58.811848,93,2205.171288
69.25866,91,2205.171373
45.608665,60,2206.544855
68.15549,80,2207.612987
20.343164,30,2208.410257
115.1754,129,2209.088675
76.05933,112,2210.380426
58.45347,66,2210.380503
87.61645,110,2213.393969
50.12789,66,2214.031528
35.220654,39,2223.158715
56.19821,75,2224.533876
57.32923,65,2224.8073
88.76063,97,2225.761898
9.198116,10,2227.351779
112.53216,135,2229.451861
43.89146,56,2231.252749
95.94494,126,2231.571765
115.607895,145,2231.571846
69.56393,83,2231.571869
114.40338,131,2233.548988
85.30848,99,2234.396162
93.80794,108,2235.12782
25.846165,35,2237.501786
14.033324,15,2237.862214
73.16189,83,2242.901001
108.96811,128,2243.208057
83.723854,123,2243.208124
44.59901,83,2244.092436
5.682044,7,2244.913339
43.178905,53,2245.885153
23.757662,37,2246.590235
50.50027,66,2247.039577
117.65192,146,2247.305008
73.43628,95,2248.52354
26.952297,34,2253.078549
24.412682,29,2253.886742
150.5819,162,2255.458151
74.190384,83,2257.284716
92.406136,111,2257.608593
112.09958,129,2257.60867
50.51886,60,2258.349179
36.025936,51,2258.801359
110.42698,125,2264.025342
60.575516,69,2264.025429
36.715343,52,2265.463235
44.49586,56,2269.763655
77.031746,109,2270.585334
160.12296,171,2270.91905
41.685383,55,2270.919126
111.45329,122,2271.217554
9.4764,12,2273.398192
65.34422,91,2273.398262
102.75614,136,2274.222402
160.96072,190,2275.17811
66.40573,77,2275.448307
24.39085,27,2276.968571
10.522695,18,2277.536956
101.73703,137,2277.537026
89.72862,98,2283.464544
21.075047,23,2284.488894
60.451355,75,2286.308697
7.1327124,9,2288.267619
37.36214,47,2288.563598
88.16744,97,2289.827996
58.98958,77,2292.544412
51.30599,55,2293.555541
73.97649,88,2293.760658
26.779085,45,2293.760718
120.26393,147,2294.695109
69.797905,83,2296.28293
129.84538,171,2298.327969
95.44969,108,2299.691989
24.283043,27,2300.215152
26.008266,30,2300.930954
16.185,18,2300.931022
34.484413,43,2304.832057
90.637794,104,2305.544379
21.866438,31,2307.005364
147.96997,171,2307.279556
68.97846,78,2311.50333
109.37734,124,2312.975191
30.542229,35,2313.281858
91.1183,110,2313.808146
128.38148,142,2314.082494
27.86765,38,2315.711412
124.0443,160,2316.085707
57.84333,67,2316.085786
65.111046,79,2316.540785
83.33836,106,2317.154916
58.153034,73,2317.468445
65.60195,76,2317.83433
15.484522,19,2321.440595
37.37405,50,2323.454747
142.40346,157,2325.027547
25.2991,41,2325.622908
33.96083,41,2327.236341
149.2526,162,2327.597501
75.41168,91,2328.094581
84.4333,100,2328.094643
34.048687,40,2330.986472
53.11504,62,2331.942222
58.15395,80,2334.984462
82.719635,95,2335.966779
103.371475,112,2338.785235
90.791626,105,2339.731943
44.16983,60,2345.208496
105.65866,122,2347.687441
41.423943,55,2347.966603
61.222965,82,2347.966678
86.04321,99,2350.002156
129.38934,152,2352.014455
42.784275,60,2353.549641
74.14632,90,2355.162633
96.729225,112,2375.936969
50.789356,58,2377.709707
112.97312,131,2378.026851
36.457676,43,2378.997304
56.898426,72,2379.63706
161.11682,187,2380.236008
34.810383,47,2382.482214
91.711,106,2382.482294
13.028432,22,2383.294625
15.205338,22,2383.581093
126.74599,142,2383.835409
28.948704,42,2384.634738
63.48552,75,2384.853913
87.40936,110,2387.769267
138.99098,164,2388.257426
18.363,22,2389.528153
59.982788,76,2390.635535
30.91976,38,2391.353082
28.465067,39,2392.254844
34.675247,65,2394.658684
95.38508,119,2394.916062
104.384834,123,2395.830749
70.15993,88,2396.603755
61.05736,80,2397.944167
45.830925,54,2400.652869
55.66651,92,2401.627552
43.614536,49,2402.010042
5.747408,6,2403.491418
89.96915,103,2406.287759
42.703278,60,2409.403301
96.33012,110,2409.649662
88.83164,127,2412.167339
17.990236,21,2413.625958
76.173134,88,2414.226447
60.77143,75,2414.226507
108.34126,121,2416.320283
56.59182,75,2417.781892
79.70668,88,2419.738619
14.999315,29,2420.659482
118.75565,145,2428.558037
124.17106,150,2428.83942
158.24493,168,2429.307228
168.07295,187,2429.556171
27.647469,35,2429.927304
81.0424,91,2430.521999
70.29169,82,2432.323253
96.449165,122,2434.639412
17.586864,22,2435.639754
40.36921,65,2435.639811
15.8480625,18,2436.408798
136.80481,166,2436.693666
73.509476,86,2437.777932
152.24922,177,2440.639148
48.90732,56,2441.580655
25.659697,32,2442.520317
24.968485,31,2443.357047
31.498543,34,2443.936804
29.039001,32,2447.35125
63.27667,90,2449.741036
131.0756,145,2450.975403
133.91908,158,2451.856784
112.889336,125,2453.021098
81.81212,88,2454.9483
63.068943,70,2456.911284
117.22555,134,2458.84607
49.804413,62,2461.01652
58.69975,84,2462.019049
108.77297,128,2462.571138
9.879172,10,2463.06434
74.60476,99,2464.240443
130.70854,157,2464.82916
11.60571,13,2465.266261
97.24246,108,2467.306857
156.62576,198,2468.43583
124.85618,141,2468.843261
17.830868,22,2469.52668
58.586197,94,2470.631486
177.76007,190,2472.221854
32.23038,41,2472.632874
102.0925,122,2479.64621
118.02391,136,2480.808956
42.450756,66,2482.94428
135.88576,147,2488.036577
104.13622,119,2489.119268
93.91605,111,2495.177867
148.61519,162,2496.340472
113.69755,129,2497.016268
90.37243,104,2497.01633
41.29643,47,2497.222527
103.33441,123,2498.893625
86.68702,108,2499.902265
15.874658,17,2500.901802
138.08981,157,2501.336695
56.495266,65,2502.404172
190.19131,200,2502.925415
23.130983,27,2503.488978
62.557083,89,2503.489055
19.488892,34,2504.045096
140.43861,167,2505.830698
130.94102,158,2507.863586
19.186314,28,2509.024229
26.19748,27,2509.462419
96.95185,115,2510.382859
37.564735,50,2511.329063
27.275696,39,2513.04485
98.11972,111,2514.03129
16.70005,28,2515.927266
52.907185,64,2516.264398
176.29536,190,2518.199154
67.34419,85,2518.434491
63.113846,75,2519.530174
83.73173,100,2519.712383
102.67579,116,2521.387875
26.948786,36,2538.964113
67.488396,79,2542.810041
53.19147,65,2543.149594
70.12892,81,2545.104792
52.83444,72,2545.738491
116.0715,131,2546.251237
55.226635,59,2548.42977
91.06878,128,2550.476524
121.50629,140,2550.710831
15.674143,18,2552.647065
45.236355,59,2553.09472
66.22719,79,2553.505859
44.46469,53,2555.222829
109.54759,130,2555.755224
22.539698,25,2558.362966
55.758347,67,2558.689431
54.143543,60,2559.531586
55.304966,76,2566.701425
38.784622,51,2568.643298
42.7487,52,2569.352412
122.377945,147,2571.353134
33.492462,40,2572.719555
111.12589,163,2572.719616
140.97885,161,2574.66836
196.86276,209,2575.349784
138.47575,163,2578.318877
32.842346,52,2578.59358
14.31075,21,2579.525812
96.14061,110,2580.065689
67.98111,91,2580.645899
20.714169,23,2580.944716
122.33867,137,2585.851078
53.42,58,2585.851151
166.53139,192,2592.89141
134.48381,153,2592.891484
108.56814,116,2596.41071
122.86497,149,2600.835744
123.41359,132,2601.047492
166.02687,184,2602.815315
95.89784,109,2603.852537
40.124374,53,2604.461169
100.70103,118,2605.737111
167.2798,204,2607.08935
124.22788,141,2609.72065
118.59183,139,2609.720714
183.0469,195,2611.51922
65.65454,75,2612.616922
158.46121,173,2615.575739
115.6982,142,2616.091351
143.44131,180,2617.357753
65.556305,77,2617.88774
64.08501,77,2618.152972
131.33769,169,2626.219609
20.425291,22,2626.654953
36.00499,49,2627.049365
44.359905,76,2630.866392
27.751726,36,2634.268907
49.802307,66,2634.584818
113.2344,135,2638.250422
63.21177,89,2639.761297
61.11042,82,2640.301979
135.97104,149,2640.759579
187.11095,203,2641.67948
144.47246,158,2641.970748
18.35577,23,2643.776084
130.34457,154,2644.062757
71.706436,86,2645.702504
144.35735,158,2646.3682
46.114155,54,2646.637471
103.77381,125,2654.019862
129.74155,156,2656.357494
56.784954,62,2657.056944
90.70331,108,2657.842827
186.9701,209,2659.670309
153.45494,198,2660.320168
30.89761,40,2662.497806
128.0765,149,2663.137891
99.140114,110,2664.622694
101.63026,115,2664.821502
85.47377,94,2666.571386
113.05148,130,2668.648103
13.235075,17,2668.64818
21.428776,25,2668.648203
17.717215,26,2672.550046
117.589584,146,2673.883169
84.51512,89,2676.599549
36.777035,54,2676.893855
144.18272,160,2678.802282
42.746662,48,2679.61153
77.136375,90,2679.861255
157.91307,175,2680.355857
143.36542,157,2680.857123
46.34089,55,2681.441446
150.11382,163,2686.135362
76.45772,87,2687.112829
92.61579,112,2687.656716
69.46894,74,2705.467859
13.575425,20,2707.357291
102.061905,131,2709.775004
54.927658,61,2712.634865
50.02667,61,2714.673451
76.59814,95,2715.541192
80.28908,83,2715.964917
15.3088,19,2717.391373
83.93358,96,2718.641766
65.02776,82,2718.641828
63.67797,84,2720.372494
23.39194,24,2722.532431
95.64374,107,2723.81022
96.62905,109,2724.989163
181.88594,219,2725.418023
100.310295,148,2726.265662
94.70741,105,2726.265753
70.895096,100,2730.240006
22.783937,26,2732.323741
25.782146,30,2732.621191
46.924484,65,2733.431967
73.5304,84,2735.034741
43.719276,55,2735.3312
74.242424,91,2736.380149
105.81842,120,2737.133647
40.295437,56,2737.872989
142.36682,166,2739.390738
16.7465,18,2740.511301
116.484375,132,2744.515273
40.635406,47,2747.641168
161.49074,190,2748.547896
120.19038,140,2750.32176
74.87722,102,2753.261606
122.58925,142,2755.851175
83.98817,99,2756.935351
153.10922,167,2757.848526
55.75309,60,2766.173355
93.00586,111,2766.951682
118.480705,132,2768.733015
90.904495,116,2769.243798
146.1901,158,2771.858353
140.22923,161,2772.280198
26.190805,30,2772.852997
104.449425,127,2772.853072
47.940556,56,2773.74251
167.29434,182,2777.47889
83.85477,97,2778.285563
98.49811,111,2784.066533
163.51192,170,2785.90518
104.67822,116,2787.25097
210.45905,267,2789.362483
58.574577,79,2789.713553
79.412575,90,2792.049978
58.29518,68,2792.441017
98.16798,117,2794.049341
79.47479,101,2800.444016
200.25694,215,2801.256851
109.473526,130,2801.739574
33.13877,44,2802.410023
146.12433,168,2803.468085
66.91829,80,2803.806942
55.39907,69,2804.856256
204.01662,242,2805.156938
136.76483,155,2805.79614
91.99848,99,2806.264611
146.48145,157,2806.766328
19.027794,33,2808.053672
81.695305,99,2809.278473
176.31778,192,2811.278152
66.90302,86,2813.160008
40.686462,45,2816.018622
52.67686,65,2816.448958
56.065952,62,2818.809334
128.35756,133,2819.328707
69.64288,78,2828.276912
47.83421,52,2829.154347
76.119644,98,2829.61276
97.67119,110,2830.278617
34.48788,40,2832.120742
71.303925,92,2834.011147
77.478195,89,2835.353346
19.474562,26,2835.986557
51.604694,71,2836.296735
16.439093,19,2836.296884
96.58715,112,2837.124655
114.782455,129,2837.723621
166.08273,191,2838.789712
129.99356,149,2839.576656
116.41683,146,2840.261835
28.87801,32,2845.767173
152.91235,165,2846.448943
68.41211,86,2848.534106
71.63406,84,2870.741644
121.83651,145,2871.994327
80.52553,99,2872.302111
140.55682,163,2873.317488
62.93024,82,2874.958262
91.06659,106,2877.627711
112.748344,123,2878.944412
140.72113,154,2879.724236
114.209496,128,2881.035166
114.436295,132,2881.769731
106.031654,137,2883.757912
157.19093,194,2887.331205
96.56023,117,2888.021263
41.633858,45,2889.386045
166.85149,177,2894.724719
98.28724,119,2902.055548
148.58797,166,2903.151267
52.034687,63,2905.058649
79.81566,98,2907.023501
110.29015,142,2907.318922
116.199814,131,2907.598855
155.77196,186,2909.853677
107.80053,123,2909.853733
164.43217,176,2913.125664
123.57318,148,2913.620871
53.767017,62,2915.294599
33.45579,47,2917.181369
141.99303,161,2919.567111
59.910156,69,2919.821659
180.59421,202,2921.10271
19.766905,26,2921.102785
100.213936,152,2924.883566
130.34262,152,2926.305978
165.39655,188,2928.447513
77.52505,92,2929.628212
68.48248,79,2931.22299
114.85977,134,2932.97171
28.444525,34,2932.971787
64.911964,68,2936.142536
106.992,122,2936.319528
160.33078,179,2938.177973
88.75037,100,2941.882684
146.01488,165,2943.186809
48.15028,65,2945.72564
150.20174,174,2946.116251
96.45611,117,2946.437702
127.07389,150,2946.923977
80.87181,91,2950.211035
125.62566,155,2951.940072
33.170815,48,2961.584849
41.48026,55,2962.253237
96.009445,131,2962.25331
145.07549,154,2965.011927
165.71112,183,2966.112413
67.4913,86,2966.919754
71.28338,80,2968.09165
109.59439,122,2968.09173
126.959785,140,2968.295243
33.516037,37,2970.56202
92.05815,110,2970.964294
15.359905,18,2972.083134
42.20178,53,2973.433007
115.387566,143,2974.656159
125.63718,154,2975.134913
145.69319,178,2976.93502
65.594154,80,2980.438581
117.585106,141,2982.399015
69.5832,79,2983.432547
107.12733,125,2984.810786
67.30925,74,2985.340613
70.429344,82,2986.103745
115.57242,139,2986.529008
27.592823,40,2990.145752
73.762535,83,2990.660317
30.790884,39,2992.8708
112.13121,119,2994.503631
80.8426,100,2994.503709
24.9358,34,2994.503731
73.36798,83,2995.322898
34.80503,46,2997.66948
72.225395,88,2998.329746
122.22119,128,2998.945679
106.95366,126,3002.42215
22.03642,33,3002.422234
106.08195,127,3003.985191
56.90028,65,3006.235993
29.16929,39,3007.665807
52.467678,62,3008.003632
56.812313,60,3008.8163
54.2954,62,3009.407975
40.95597,51,3009.905676
116.7412,136,3014.724787
37.12224,44,3016.452045
123.79988,136,3017.116332
78.62139,96,3017.634204
165.02939,185,3034.109647
100.16828,121,3034.406599
45.802586,61,3042.385694
154.40924,164,3043.6785
23.236788,29,3044.959648
94.91126,107,3046.500811
53.805172,62,3048.568465
87.207886,113,3049.534998
122.52004,150,3052.82705
110.26508,125,3055.691623
56.59148,62,3056.078495
160.34799,170,3060.537403
61.778046,72,3061.158223
92.27939,108,3062.560909
51.859734,72,3062.85083
100.05586,119,3064.324832
147.59077,158,3064.837965
143.08163,159,3065.522982
148.53531,171,3066.313597
94.988266,105,3067.666392
54.359352,67,3068.283966
97.724174,109,3073.842113
152.86917,166,3074.232337
48.954178,57,3080.668105
89.776115,111,3081.253893
169.16832,208,3083.091784
74.24029,102,3083.667482
143.95618,160,3084.717378
92.35708,112,3089.114388
110.50463,128,3089.926318
126.96749,156,3090.757086
46.085693,55,3093.433794
100.93592,142,3096.160181
40.987705,56,3097.070827
93.01536,104,3097.429337
125.904106,148,3103.350561
36.043037,48,3104.276563
80.41882,95,3106.136492
40.362278,51,3106.335968
28.265966,33,3108.862424
130.25742,171,3109.826413
35.979004,42,3110.195974
153.98595,184,3110.845098
179.33961,203,3112.435747
23.207544,31,3113.431812
195.7697,209,3113.677882
15.5940695,18,3113.951636
140.69122,159,3114.187161
35.7966,48,3115.040941
96.59498,130,3116.384373
75.20642,87,3122.423084
46.824787,61,3124.063514
49.532673,60,3126.47502
48.29993,59,3127.834714
154.41177,181,3128.132506
61.124264,77,3130.568209
118.054,140,3132.159392
68.96837,76,3133.003865
101.82673,110,3133.309824
19.8049,25,3133.674642
85.00236,89,3134.032029
16.003172,18,3137.56867
28.687859,41,3137.568738
153.34088,183,3138.567272
37.289127,42,3140.337072
142.60146,158,3141.359056
113.5337,130,3142.501697
207.50735,225,3144.430686
144.04292,160,3145.896189
17.664143,21,3146.372474
59.404682,68,3148.435004
32.451454,35,3150.236751
161.58406,183,3153.057617
115.84109,131,3155.679681
100.69865,111,3156.936176
69.38169,78,3157.604449
52.58741,60,3157.604512
78.54095,92,3158.032183
152.46033,169,3164.915267
75.16975,120,3165.145722
101.5123,122,3169.159229
35.246883,40,3171.142141
46.77603,56,3174.417914
100.636734,111,3175.637999
39.420578,46,3175.638076
134.09052,149,3176.617295
201.53687,216,3177.387805
49.654804,74,3179.421874
173.88034,188,3180.53013
38.498035,42,3181.110671
112.40558,139,3181.817503
21.771652,26,3183.530068
102.7448,113,3183.777076
85.50697,104,3184.41261
90.011154,100,3185.291265
20.107887,30,3186.498698
23.140696,27,3203.650973
42.68559,52,3211.615241
161.86557,198,3214.042325
94.488716,104,3214.517534
43.427624,53,3215.285157
180.05814,203,3216.854203
15.977485,20,3218.790195
149.36713,167,3219.101528
115.55337,134,3222.900336
95.96568,113,3223.159454
42.920048,51,3225.399196
96.19937,108,3225.663035
113.22557,132,3226.75964
168.29817,183,3227.271202
36.86928,52,3230.792756
152.10532,173,3231.116634
159.76796,178,3232.229019
140.63008,150,3233.403404
122.799934,143,3234.576013
49.523975,63,3243.505285
53.32752,73,3243.505366
25.859816,31,3245.546908
47.42549,51,3247.532685
97.23475,133,3249.012892
17.32059,22,3252.307928
67.97782,80,3252.560261
193.85622,218,3253.307225
128.2804,149,3254.398957
106.93325,124,3255.119703
127.52041,151,3256.610232
98.786224,118,3256.937803
87.85115,106,3258.850131
183.31532,195,3259.160086
60.156246,72,3259.929
50.725327,64,3266.629791
128.27626,139,3268.176125
46.1432,52,3270.121918
48.339535,66,3271.245673
113.65401,128,3271.802745
22.279919,29,3273.005669
116.28505,131,3274.206647
175.26588,196,3274.206726
188.04375,204,3274.689204
85.341675,93,3274.689284
93.85768,108,3276.161594
85.141716,109,3277.048547
79.349846,101,3278.738296
123.7858,139,3279.334898
94.03771,112,3282.789006
46.7122,54,3284.267014
110.96421,123,3285.800377
85.18453,94,3288.388823
16.089643,20,3288.817278
141.54153,157,3289.093117
47.878532,59,3291.959908
66.47215,79,3293.766749
35.606426,41,3297.382498
119.79167,131,3297.979289
101.5844,115,3302.907846
109.9133,130,3305.966789
138.0196,148,3307.399503
53.31197,60,3310.774619
93.15259,113,3311.348025
63.532352,89,3311.927847
162.58997,173,3312.526561
124.595245,162,3315.122595
14.982693,19,3315.956116
159.30826,175,3316.892427
39.960182,64,3317.306779
153.53267,166,3318.933427
73.57694,78,3319.360837
113.21724,121,3319.683473
208.42242,223,3326.450801
137.52493,154,3328.798211
185.29547,205,3333.74561
89.69755,111,3334.527676
83.82337,93,3336.05677
94.07,119,3340.032171
51.07203,55,3340.862265
92.17435,105,3340.862327
16.258282,23,3341.378537
146.58273,159,3341.8936
119.48923,138,3342.149868
152.33018,171,3343.327543
44.019005,49,3345.074406
180.55443,201,3345.406771
106.19908,131,3347.787917
11.433468,14,3348.275241
136.37892,168,3348.275305
23.477356,28,3363.109657
128.35394,149,3363.998765
57.949257,78,3366.569126
144.37617,166,3369.477755
152.41708,183,3369.790805
69.000465,83,3378.145003
20.221338,24,3379.188823
155.8553,170,3382.244527
85.0352,96,3382.837148
75.97165,88,3385.956166
113.44834,121,3386.303132
35.060703,42,3387.323374
69.57196,78,3387.525784
124.73138,138,3390.357037
89.116394,110,3391.298306
39.613613,48,3392.485552
140.48317,159,3393.580418
169.59093,180,3398.542666
137.35399,151,3398.872924
137.73778,155,3399.301537
135.15604,170,3400.082124
114.61334,130,3401.280308
92.211494,109,3402.385788
58.4252,67,3406.766637
176.24635,189,3407.201601
75.15065,99,3408.520133
21.25434,24,3413.67126
132.6704,149,3414.435025
109.60246,135,3414.867652
126.18976,141,3420.130014
134.49127,158,3420.568691
108.82034,138,3422.725396
89.045586,107,3423.956238
91.184,104,3424.192202
155.0205,171,3427.798856
88.56087,99,3427.798917
93.82053,108,3429.961876
77.90837,89,3436.648005
137.86052,152,3436.869703
155.82277,172,3439.36274
82.20161,100,3440.179779
214.07236,241,3441.244164
173.6319,184,3442.2535
164.0604,183,3442.590697
64.2459,81,3444.4236
47.256252,60,3444.892899
121.58321,129,3446.419992
94.68962,105,3447.414461
39.36177,52,3448.616919
81.835625,85,3450.819501
104.26625,111,3452.689456
51.53078,59,3453.764092
44.44288,50,3454.445673
82.04799,122,3455.767377
91.4856,102,3459.570784
154.8408,168,3461.892932
96.5575,104,3463.004457
76.30967,90,3468.413893
108.612274,118,3470.946564
141.66011,176,3472.795372
123.84648,135,3474.031298
72.018845,94,3475.488711
137.98788,166,3477.58056
143.22993,150,3478.756179
96.75483,118,3479.185968
163.06834,173,3480.062498
81.3706,93,3481.303731
65.0387,96,3482.771853
20.656809,24,3484.058721
54.374146,68,3485.202626
162.5034,178,3494.622029
165.3073,189,3495.026002
145.35835,157,3496.354801
121.610535,130,3499.272703
89.114265,112,3501.383331
229.5755,240,3502.373599
197.81264,218,3503.573634
134.78842,146,3506.850721
101.62012,112,3507.122084
62.561424,67,3508.193132
20.919065,22,3527.964335
106.73517,117,3528.220926
43.593582,48,3528.424255
52.208866,63,3530.427136
140.4992,158,3532.145645
13.151813,20,3532.59709
149.86673,171,3533.102896
163.91827,186,3534.049875
131.82321,146,3535.155219
58.246803,68,3538.435843
55.411697,59,3540.25304
29.541426,32,3541.033889
118.61947,138,3541.441039
165.90523,185,3541.712043
178.97363,218,3546.929503
61.99137,91,3547.322755
95.22129,118,3547.966481
64.380394,73,3548.713732
161.54956,188,3550.399804
44.577816,54,3552.895198
15.796632,21,3554.906143
193.3624,201,3557.493292
158.45956,189,3559.3716
113.11826,125,3561.783911
134.76251,157,3563.422827
19.104708,21,3563.739902
104.11517,124,3570.735762
133.4726,163,3570.735847
61.222683,67,3573.241685
94.8861,109,3576.250622
141.93436,160,3577.232339
166.1129,190,3577.575458
46.978825,58,3580.57012
133.32507,139,3580.994297
32.09892,38,3581.80939
15.621404,23,3582.377258
169.90454,182,3584.249129
116.33009,127,3584.566418
16.4053,21,3585.179437
151.52322,167,3587.687453
23.388004,29,3588.143502
155.15486,175,3589.900299
74.97726,90,3590.59811
66.97149,93,3591.411649
195.99788,213,3591.41171
21.250517,29,3591.713573
35.272194,42,3591.713614
122.11117,141,3592.551199
128.16025,138,3595.942588
120.83742,134,3596.968554
44.486538,56,3604.144142
84.349174,105,3606.796776
102.47426,124,3607.672476
102.04501,116,3612.343713
83.26668,102,3612.653772
119.031,125,3613.917824
89.19388,108,3614.147101
155.98494,177,3614.913617
58.60282,71,3619.083751
106.49886,115,3620.446318
191.31161,207,3620.446396
103.64873,123,3627.348447
33.82834,43,3627.348524
144.09422,157,3627.94423
157.58504,168,3629.565873
140.37599,165,3630.299287
186.54929,205,3631.949971
26.19068,30,3633.766512
23.412058,31,3634.8081
46.916687,55,3636.633002
74.1022,88,3637.586789
77.29501,97,3638.093606
46.451416,68,3639.716473
121.64858,141,3642.221614
137.0266,151,3643.759668
184.37209,224,3643.759732
26.08661,33,3644.878879
57.038013,67,3647.109626
95.408165,105,3650.353752
131.96246,146,3655.116804
47.83931,58,3656.348522
27.617146,30,3656.933942
152.96844,177,3657.498353
98.71577,112,3658.415752
81.0013,101,3659.791678
188.62808,209,3661.808608
109.065254,120,3662.537956
128.49863,151,3663.241127
123.321724,140,3665.16643
155.13477,167,3665.982701
70.608696,80,3687.888486
79.14365,86,3691.258354
68.04689,76,3691.591279
141.65932,154,3693.51318
92.13759,100,3693.848014
137.12411,147,3694.14037
26.840595,33,3695.059192
154.88954,179,3696.146046
157.29662,186,3703.360432
99.20924,110,3705.845234
42.72582,53,3709.29218
38.01076,45,3709.855953
109.43539,124,3711.602702
132.20464,157,3711.925629
115.124535,126,3713.012738
73.70953,83,3715.709288
155.42436,166,3717.559759
11.614816,13,3718.467198
178.76164,206,3720.135052
15.381664,16,3721.736062
219.37776,291,3722.016664
98.049286,113,3722.505305
106.26497,124,3722.789684
37.172867,56,3725.021723
177.89044,204,3726.894582
136.92659,148,3727.605619
85.65036,103,3728.367486
70.01425,79,3728.780447
140.45535,156,3732.627486
26.065052,29,3734.849743
61.278328,75,3737.946927
110.61236,138,3739.715534
88.524,105,3740.019638
78.03888,95,3740.590083
33.259315,40,3741.171446
166.30762,195,3745.101769
67.660355,86,3745.869243
155.12025,169,3745.869306
7.989475,9,3747.768233
103.1978,125,3748.651754
40.263706,50,3748.937554
107.17077,129,3750.251729
44.67081,60,3753.069762
178.25513,195,3753.81316
67.3668,77,3756.546242
95.99119,103,3757.225754
17.525528,27,3763.783187
84.988144,98,3766.445561
157.09804,180,3767.724719
152.23807,168,3768.386506
172.19551,188,3771.07194
192.09256,211,3771.64012
67.49071,83,3774.43134
42.519684,68,3774.662504
105.380936,124,3778.284668
25.425362,31,3780.863694
161.36755,182,3783.032383
62.921925,77,3784.324225
161.11829,170,3785.255018
99.57763,113,3786.909775
142.49315,183,3788.38608
165.10065,175,3789.284756
129.13513,140,3790.279254
118.93041,142,3795.279415
190.60547,199,3795.279474
127.695305,142,3796.603057
34.45763,38,3797.720325
197.13293,220,3798.611896
121.69026,135,3799.514663
138.34256,150,3805.370429
37.141666,52,3807.543559
165.60963,181,3808.462677
131.26291,140,3809.631635
50.31617,61,3812.239688
74.78015,80,3819.341443
119.60138,131,3819.65499
154.48254,171,3822.382821
130.24867,166,3823.243678
55.413944,63,3824.457193
146.87059,181,3825.216188
197.46846,214,3826.042578
157.59706,177,3840.136012
143.28479,158,3844.473955
95.02519,120,3846.616462
84.82584,100,3849.507738
151.66595,180,3852.032078
117.47444,133,3852.920428
212.67146,229,3853.585365
116.88072,131,3853.816716
96.52432,117,3856.702943
67.32753,92,3856.703023
96.22911,111,3858.254407
81.12779,103,3859.635039
207.64735,228,3859.635114
14.879854,20,3860.846912
77.69607,103,3862.02051
17.800833,25,3862.020612
123.40099,135,3864.423031
138.73183,158,3865.064615
56.24695,65,3865.615978
21.92702,25,3867.172716
60.93652,76,3869.681862
29.347244,39,3870.409296
129.05801,135,3873.748274
32.00332,44,3879.396081
175.61902,197,3880.360592
101.4636,110,3883.682403
111.33598,144,3883.682478
108.64691,119,3884.652118
187.65826,196,3892.171753
165.66272,177,3893.791433
125.920334,151,3893.791507
171.17668,194,3894.262204
106.804054,121,3894.946128
138.97578,151,3895.5639
12.331097,15,3895.563963
120.89567,134,3896.667427
34.597775,48,3904.104446
152.7103,164,3907.593029
172.54091,189,3908.546326
50.91831,62,3909.425713
100.427605,110,3911.854192
97.236885,115,3912.179435
179.74681,195,3912.17951
78.1326,84,3913.285747
11.316334,22,3913.760902
150.49661,162,3917.699623
151.39192,163,3919.013548
28.744064,34,3919.746696
128.98628,155,3920.855259
106.89213,122,3921.564945
125.81357,134,3922.593196
196.01393,215,3923.00378
85.631134,101,3925.671646
42.845757,49,3928.146961
101.09737,110,3931.20945
151.75488,179,3932.299823
163.5672,187,3934.307623
64.083015,80,3936.036313
125.71116,138,3941.20801
117.86652,138,3942.445087
101.172714,108,3947.969774
139.82639,157,3950.090319
149.5101,174,3952.124841
127.441025,135,3952.607586
105.98391,127,3953.050525
57.175194,76,3954.079971
176.71841,199,3955.047211
138.05936,144,3956.13522
36.049152,45,3957.178101
92.823296,104,3957.92099
131.54654,138,3958.335876
112.120804,126,3961.537186
128.33804,144,3962.034795
53.152546,80,3963.347047
176.92348,197,3964.274931
53.736294,59,3965.100189
71.14841,84,3968.220295
70.75667,77,3973.840362
61.825424,75,3974.063441
87.82395,100,3974.305938
69.660835,87,3975.278003
155.0516,186,3994.435416
81.48799,113,4000.393217
115.599304,131,4000.685507
93.09917,102,4001.131467
111.49306,124,4002.332419
149.85056,162,4004.104661
154.78009,175,4004.76738
111.087875,126,4005.230767
14.620173,16,4007.831132
25.827974,35,4008.061404
38.700302,42,4011.326599
94.02267,109,4011.326675
152.36745,159,4011.594326
126.26635,138,4011.934494
182.39679,203,4012.228044
205.24648,247,4012.228107
100.23349,112,4012.44126
50.454693,59,4013.951578
112.034065,121,4024.131325
36.19345,42,4025.559789
45.777744,64,4026.076345
139.41185,168,4029.816867
167.69905,178,4030.992898
80.63433,99,4033.461676
31.40645,38,4033.461732
