#{"t_start": 1630091104.8534548, "env_id": null}
r,l,t
392.82538,400,18674.878805
123.796196,132,18679.675249
394.25323,400,18690.481997
388.52228,400,18693.182089
385.49335,400,18694.298373
395.60504,400,18696.470848
389.1331,400,18697.779346
380.08777,386,18701.724166
389.57138,400,18703.392947
349.0144,354,18709.785019
395.04395,400,18711.311776
396.62552,400,18715.019919
373.63406,381,18715.693318
381.26968,388,18726.333608
383.92352,400,18731.529236
377.44586,400,18762.227016
395.84952,400,18762.952224
392.92816,400,18767.472889
393.292,400,18782.192841
396.02716,400,18784.75944
391.391,400,18785.696603
392.88763,400,18787.809123
394.97263,400,18789.048115
392.6397,400,18792.730768
390.49606,400,18794.429171
389.56155,400,18797.01226
396.86868,400,18798.449742
379.59967,400,18802.290585
388.50677,400,18803.098491
302.4877,311,18805.594833
392.28656,400,18817.815312
394.13486,400,18828.88039
395.81277,400,18829.525626
302.4961,305,18831.719083
395.36252,400,18834.15836
314.02332,318,18847.519835
391.01053,400,18847.797474
387.51602,400,18848.770675
379.66464,384,18849.806267
392.59326,400,18850.989244
244.36955,247,18853.075583
385.6085,394,18859.114007
392.28897,400,18886.176109
391.56747,400,18889.928476
394.70898,400,18893.714654
394.57413,400,18894.500343
394.9565,400,18897.081046
328.37482,334,18907.788175
389.0388,400,18916.572309
368.12082,371,18917.638905
387.18716,400,18919.270425
343.55142,350,18932.753305
394.86142,400,18938.609719
393.1057,400,18938.826693
391.43835,400,18940.800154
393.51944,400,18942.096766
386.43048,400,18944.144987
382.31573,389,18944.513568
390.71585,400,18948.801412
388.59653,400,18952.618818
378.23352,383,18954.371209
386.30405,400,18956.315739
379.70285,400,18959.442772
386.56247,400,18974.205104
393.67896,400,18983.243698
388.44934,400,19008.845446
393.0739,400,19010.618732
392.1019,400,19020.331387
330.36673,338,19022.940972
387.10385,400,19026.389069
388.80417,400,19026.57459
391.57208,400,19032.556278
392.0964,400,19033.900259
379.71338,400,19036.00053
381.01578,400,19040.680031
386.46127,400,19044.559872
392.41705,400,19046.307558
395.0131,400,19048.353879
387.5247,400,19051.540487
352.0727,356,19055.704944
321.68378,327,19061.68664
334.0596,348,19063.915833
396.04395,400,19078.143943
394.67447,400,19087.540341
396.11624,400,19090.148125
392.24582,400,19093.525357
388.2625,400,19093.743831
394.40598,400,19095.601602
394.92313,400,19096.940611
389.74023,400,19099.084846
388.42096,400,19103.626493
327.3866,334,19104.086878
388.84024,400,19107.453369
382.3964,400,19133.762967
394.16855,400,19135.846533
393.05798,400,19147.193113
389.35367,400,19153.03915
394.67084,400,19155.215972
386.94922,400,19165.283634
324.93063,330,19167.933801
393.95978,400,19174.847153
347.93085,352,19182.936862
367.0032,373,19183.969988
388.2602,400,19184.808429
392.5918,400,19185.035788
393.93594,400,19186.98124
348.6284,353,19191.392326
392.09006,400,19194.615335
391.21878,400,19195.210037
368.40973,373,19198.09012
394.1664,400,19200.192123
377.07614,386,19207.336208
395.64133,400,19215.392081
393.9033,400,19217.533614
334.07797,337,19225.29733
397.25803,400,19231.880044
367.30963,371,19261.879728
394.56708,400,19269.936868
390.7688,400,19271.023706
390.9653,400,19271.837426
394.05966,400,19272.157911
309.25043,314,19272.395913
395.03424,400,19274.238688
393.58203,400,19278.712116
394.8649,400,19282.182332
391.06738,400,19282.745912
393.07156,400,19291.96601
396.91568,400,19299.17833
344.30826,350,19301.74419
393.10776,400,19306.949088
391.4024,400,19312.666693
313.60327,317,19313.075232
394.67352,400,19319.307438
314.98633,319,19323.919322
293.96722,296,19326.710675
306.0433,310,19335.942554
387.76514,400,19337.850301
394.95258,400,19338.927758
390.879,400,19339.69419
395.98196,400,19339.898818
393.93417,400,19341.913244
393.86032,400,19350.327324
390.94513,400,19355.260549
394.9527,400,19362.009982
395.8749,400,19389.314276
395.51385,400,19398.393155
387.79596,400,19404.169866
300.1031,305,19404.599568
392.05618,400,19404.599644
394.71564,400,19410.681171
300.80722,308,19413.755701
203.64038,207,19413.974336
394.36353,400,19415.861519
365.24005,368,19422.737143
395.61478,400,19423.806682
395.12646,400,19425.623564
396.0154,400,19426.813629
392.9623,400,19429.817944
395.57718,400,19441.881825
319.96304,327,19445.72307
389.3889,400,19453.575724
320.33658,326,19456.781441
339.3509,344,19459.295882
394.24915,400,19461.37698
394.46143,400,19467.123044
391.39886,400,19473.597091
389.6468,400,19476.458171
395.47787,400,19476.669465
330.48373,334,19476.994238
390.4302,400,19482.721537
395.55383,400,19489.830594
391.58032,400,19517.255514
396.22284,400,19518.393165
393.29666,400,19521.238976
394.82202,400,19529.300521
391.42618,400,19533.018894
394.07553,400,19540.795137
392.5696,400,19547.680012
394.74484,400,19550.413722
395.17773,400,19552.425535
394.54898,400,19557.983836
355.61584,360,19561.635053
396.28818,400,19564.427088
396.00708,400,19567.341594
391.44455,400,19567.835615
394.12427,400,19569.515497
390.51147,400,19576.574201
392.0742,400,19579.395545
393.81726,400,19580.591366
395.39072,400,19583.379107
394.93393,400,19595.518132
395.57056,400,19599.133843
394.05545,400,19607.123251
394.81494,400,19610.416324
394.4014,399,19612.955259
394.9303,400,19639.814209
394.49167,400,19645.684181
350.27832,356,19649.005955
395.47388,400,19649.599786
394.32712,400,19656.351576
382.34454,386,19659.283141
395.4208,400,19659.593928
316.99326,321,19663.725391
394.19193,400,19668.979447
396.29538,400,19671.79627
391.149,400,19673.000695
306.76666,311,19674.707035
386.4695,400,19684.363627
356.8212,360,19699.029408
392.94995,400,19699.364781
395.642,400,19702.435356
366.97784,374,19703.30765
334.63983,343,19704.607479
312.43857,315,19707.082737
309.115,313,19709.865158
377.22733,394,19716.109046
395.10907,400,19716.69115
142.02565,144,19720.581367
388.6842,400,19722.939021
318.88705,322,19723.459396
394.62918,400,19727.154982
396.56934,400,19732.332499
395.60907,400,19740.298044
393.11383,400,19742.0475
392.22577,400,19775.747131
396.45346,400,19786.744423
391.9821,400,19789.761596
366.10886,368,19789.761653
393.72348,400,19790.651895
397.49792,400,19792.121699
290.50662,294,19794.322405
391.52008,400,19797.353848
394.21722,400,19807.692378
396.72504,400,19808.279503
373.26117,378,19808.924148
391.1778,400,19814.986896
394.23538,400,19818.767475
395.01105,400,19823.849166
392.2556,400,19827.702834
394.702,400,19829.163387
392.8202,400,19838.467225
276.4779,279,19853.045744
394.7443,400,19853.829435
393.33276,400,19856.816399
391.87906,400,19856.816463
394.97055,400,19857.873849
394.24002,400,19859.278467
390.03436,400,19861.696175
394.1449,400,19864.922145
395.63098,400,19895.857766
393.0456,400,19897.033273
394.85123,400,19903.116975
395.35788,400,19907.078018
326.44888,331,19907.308573
393.7221,400,19916.119089
389.6828,395,19919.277154
397.00717,400,19930.658491
395.39493,400,19941.175002
394.66528,400,19941.91423
392.51562,400,19944.948257
394.0133,400,19944.948349
390.24756,400,19945.943604
393.79218,400,19947.342423
389.32074,400,19949.760422
395.41333,400,19956.813483
367.24078,370,19958.590875
394.93436,400,19964.164282
391.54266,400,19970.361266
389.27432,400,19974.108305
394.73813,400,19974.431679
392.7672,400,19979.330322
395.49173,400,19982.571077
394.144,400,19993.89236
359.27344,363,20028.071974
326.45074,333,20031.079968
394.1796,400,20032.576856
339.17648,343,20035.114125
393.50223,400,20036.203477
393.03812,400,20036.203532
389.09924,400,20037.25345
393.51962,400,20038.732136
390.1262,400,20045.933268
388.64407,400,20051.481332
394.97925,400,20057.406701
334.75583,339,20060.184716
395.6306,400,20065.111144
393.85898,400,20065.413477
396.60156,400,20070.589056
375.1757,378,20081.953005
341.2691,345,20083.446513
394.2686,400,20093.858471
353.14566,361,20094.474139
396.00195,400,20095.562036
375.10007,381,20096.606939
391.6401,400,20098.486463
393.41153,400,20099.498385
392.01035,400,20105.626153
389.46536,400,20112.712491
392.90958,400,20118.270891
395.64612,400,20148.888453
396.3101,400,20151.729434
396.05203,400,20152.744495
391.2035,400,20152.974229
377.23532,384,20155.418304
395.14288,400,20173.142731
395.98337,400,20174.679898
312.90598,316,20180.836979
393.1738,400,20185.442561
395.71893,400,20186.111567
309.15405,312,20187.187239
391.82755,400,20187.187305
395.97906,400,20188.371257
390.60712,400,20190.255987
387.76688,400,20191.357324
393.21622,400,20206.184252
394.96802,400,20215.783354
396.67508,400,20218.667355
395.94946,400,20219.649117
394.29443,400,20219.993651
392.9691,400,20222.501868
328.62903,334,20227.861011
332.96307,336,20234.98969
393.3199,400,20236.482502
354.22867,363,20272.889749
391.06146,400,20274.057388
386.79956,400,20274.76753
389.57828,400,20276.003318
397.90063,400,20276.00339
395.31073,400,20277.217156
395.59164,400,20284.015155
397.05435,400,20299.012295
396.78296,400,20304.642778
391.14273,400,20307.445947
395.97754,400,20308.415786
391.3886,400,20308.710273
396.36865,400,20311.265585
378.24887,382,20314.313316
349.5307,355,20318.641182
394.73212,400,20328.176203
391.62427,400,20340.800152
394.68152,400,20341.974216
394.06262,400,20342.609796
393.62723,400,20343.767394
395.56348,400,20343.767463
396.1219,400,20344.94078
393.23703,400,20347.851109
310.6452,316,20355.859349
392.73917,400,20366.300062
331.51953,337,20371.922338
391.4052,400,20374.648115
388.11926,396,20375.16261
394.1723,400,20375.780345
395.0526,400,20403.144702
394.75803,400,20410.271567
372.38458,377,20412.110019
330.05246,336,20422.420226
363.648,374,20426.553396
390.44623,400,20431.730724
395.07254,400,20432.794571
394.96973,400,20433.506015
395.5293,400,20434.683906
387.98996,400,20438.695783
394.28452,400,20446.549987
311.07318,314,20448.980309
317.65707,321,20450.501944
392.7651,400,20453.027447
394.28305,400,20458.883722
393.313,400,20462.526956
395.597,400,20465.216669
389.4593,400,20476.21644
392.97632,400,20478.184732
395.87125,400,20488.185781
394.68402,400,20492.473111
392.78473,400,20493.693288
386.75085,400,20494.795979
392.82364,400,20495.496912
393.5861,400,20496.683245
392.1308,400,20500.424314
393.16675,400,20532.543728
387.50235,400,20539.036985
392.68173,400,20540.665266
393.26645,400,20543.207527
394.7216,400,20549.034
389.63403,400,20552.639812
395.08157,400,20555.439759
394.32562,400,20562.714545
393.7844,400,20564.667442
330.61435,335,20573.47889
392.92633,400,20574.74517
366.0102,369,20579.883883
393.2694,400,20583.366139
393.50204,400,20585.680292
390.776,400,20586.447338
389.3266,400,20591.333364
394.53146,400,20599.211424
395.4478,400,20601.670929
383.54807,400,20603.243434
395.4862,400,20605.772132
387.31888,400,20611.27015
394.06015,400,20615.026057
388.8384,400,20621.591557
394.16245,400,20653.181034
391.4122,400,20655.078423
320.33072,323,20655.723275
397.30365,400,20664.272481
391.26666,400,20665.482744
373.93668,379,20666.88322
393.61032,400,20671.934523
393.81085,400,20672.723363
394.0317,400,20677.303394
391.4837,400,20689.285244
394.4725,400,20691.974295
394.88702,400,20693.433338
388.1307,400,20695.974136
390.61508,400,20701.525824
393.21808,400,20705.452866
391.71054,400,20708.028032
352.61786,359,20711.163089
391.3889,400,20715.208836
393.35345,400,20717.640178
394.241,400,20730.410081
391.2121,400,20731.7806
393.09933,400,20733.40425
391.88165,400,20738.510119
394.44073,400,20739.20285
325.7055,329,20741.697996
388.09485,400,20744.28924
394.1183,400,20779.563173
393.6617,400,20781.175788
389.57745,400,20783.896079
394.36893,400,20789.579961
390.0595,400,20797.26592
396.4039,400,20799.901271
337.91333,342,20801.063628
394.49707,400,20802.939331
390.77145,400,20807.123865
396.01086,400,20818.297458
395.88058,400,20819.529536
393.4171,400,20821.230864
394.88736,400,20826.245474
393.97974,400,20826.945173
389.22574,400,20829.505662
392.81064,400,20835.920996
328.39255,333,20836.738816
389.54895,400,20848.221031
393.6269,400,20850.870574
396.55127,400,20856.692251
395.10657,400,20860.256677
390.49805,400,20862.871711
397.48917,400,20864.121785
395.17438,400,20866.3206
395.75183,400,20870.503446
394.71945,400,20910.381103
323.1261,327,20910.801222
396.1566,400,20911.728633
395.6209,400,20913.246837
397.5042,400,20918.471073
390.60626,400,20919.105015
394.8125,400,20923.944707
395.29678,400,20924.865054
348.751,354,20932.072908
389.14914,400,20936.384572
391.49203,400,20948.481589
392.64993,400,20952.006205
375.45023,379,20952.759994
393.12015,400,20954.582249
392.11105,400,20957.552813
389.23526,400,20961.560485
341.15005,347,20966.43061
363.67633,373,20969.068588
392.98627,400,20973.33977
385.3572,400,20975.895441
392.73077,400,20981.139557
394.5393,400,20985.849569
396.882,400,20990.84761
390.04272,400,20991.696087
337.3249,342,20994.492903
388.69962,400,20998.735916
379.44678,383,21033.115114
347.81085,358,21033.896751
393.4855,400,21039.228169
394.09073,400,21041.755657
394.95,400,21044.881714
392.5289,400,21052.724926
388.7525,400,21057.590506
380.21466,400,21060.235496
385.0841,400,21064.547819
392.72644,400,21066.86091
393.19308,400,21072.239738
394.80988,400,21072.95808
335.80386,347,21073.567637
393.3369,400,21077.986838
395.05185,400,21078.819664
395.70685,400,21085.918858
392.5227,400,21099.947879
396.63577,400,21100.706655
392.48563,400,21105.694964
394.01794,400,21108.365174
299.48508,304,21109.106809
395.95764,400,21111.62543
395.6374,400,21116.040157
394.0215,400,21120.86975
315.26242,320,21124.690654
389.71005,400,21127.730829
396.48706,400,21130.141366
285.08563,288,21160.672181
384.51523,400,21164.219491
392.88428,400,21165.018775
393.47513,400,21170.11007
395.96918,400,21170.991771
362.78632,369,21184.220931
329.64233,334,21187.671459
391.96518,400,21188.144713
347.95468,354,21190.359459
396.26,400,21194.538965
391.87573,400,21204.028701
295.8669,301,21207.899923
390.04013,400,21208.528512
332.6007,335,21210.859043
393.699,400,21213.594711
395.96524,400,21217.720744
394.54,400,21225.293658
391.66907,400,21228.553336
388.14005,400,21229.190573
393.46927,400,21234.347719
394.31653,400,21235.294976
272.67517,275,21249.734682
361.20343,365,21251.074654
391.79974,400,21252.498201
393.1555,400,21256.03267
377.92953,400,21258.546542
394.83432,400,21287.60815
325.17682,329,21295.811296
396.1859,400,21296.940079
395.43216,400,21297.480322
396.9989,400,21299.864628
386.9684,400,21302.633859
393.266,400,21317.594781
394.80237,400,21320.870404
385.7842,400,21321.63849
395.0799,400,21326.357464
317.42328,322,21326.357526
396.78674,400,21327.246403
330.69614,335,21334.63853
393.56226,400,21339.433577
393.65924,400,21340.868914
390.3688,400,21346.767183
393.10092,400,21354.659841
396.30496,400,21362.782684
395.4809,400,21364.082685
397.09207,400,21364.68421
396.08142,400,21366.894035
395.2907,400,21369.554255
393.17282,400,21380.601363
394.4162,400,21383.722526
396.29102,400,21384.396291
394.99518,400,21414.452684
395.97058,400,21414.452769
393.04056,400,21415.354014
396.16135,400,21426.811765
393.55505,400,21431.629152
391.27512,396,21432.386444
353.03604,364,21437.743623
394.32407,400,21439.15745
391.87994,400,21451.622287
395.12482,400,21452.924671
396.24796,400,21453.490577
394.92975,400,21455.715066
392.3385,400,21458.441193
329.36075,334,21467.171441
387.49115,400,21473.952106
333.25684,337,21474.212997
389.9039,400,21478.02562
384.65305,400,21483.122424
392.524,400,21483.122501
394.63882,400,21491.237301
372.0935,377,21493.310436
393.4026,400,21496.249207
395.4527,400,21506.316726
393.95142,400,21507.722173
341.1826,345,21515.711243
388.0945,400,21545.039734
387.25214,394,21545.75329
396.81796,400,21546.42569
392.37314,400,21551.664668
322.5259,327,21552.392242
394.84778,400,21556.800265
396.07593,400,21563.518701
397.01117,400,21567.385779
395.09778,400,21576.349093
394.00238,400,21576.34915
391.07047,400,21584.548092
392.52942,400,21586.7027
395.14926,400,21589.351168
394.62555,400,21595.380048
394.13867,400,21596.697692
308.10693,314,21597.747013
392.93753,400,21605.119775
395.8974,400,21609.505774
388.22437,400,21610.367417
393.44147,400,21620.236018
393.48572,400,21620.97431
394.87863,400,21625.436305
316.2185,321,21628.972662
396.47723,400,21632.292983
261.64066,263,21633.525431
396.06454,400,21636.129454
382.1421,385,21638.963566
389.79285,400,21674.619156
396.35,400,21676.74049
394.90674,400,21689.341314
392.5179,400,21690.709677
396.59082,400,21691.717041
354.78397,358,21697.6822
393.3347,400,21698.937338
395.8413,400,21703.360289
277.51773,281,21707.470308
330.38223,336,21708.768376
395.06854,400,21710.009394
393.31284,400,21710.660106
389.22153,400,21715.268183
397.08264,400,21721.975987
393.69775,400,21723.42189
312.29233,315,21730.381966
395.87085,400,21732.748134
393.10382,400,21745.328712
391.15137,400,21753.634017
393.08005,400,21754.93506
395.58966,400,21755.960645
393.8787,400,21761.860421
394.89188,400,21763.028077
333.41602,338,21763.700775
390.1848,400,21771.585745
394.29248,400,21775.991738
313.13638,315,21802.583014
394.83884,400,21803.788908
396.50104,400,21804.597094
388.46542,400,21809.179275
386.5183,400,21817.558264
392.01132,398,21820.240179
394.71475,400,21822.821562
393.55423,400,21838.847795
395.92474,400,21847.034825
396.94003,400,21848.160077
391.4979,400,21849.147507
314.0911,318,21853.827567
386.1285,393,21854.005081
395.0729,400,21856.279693
392.1377,400,21857.066185
394.74677,400,21860.961319
392.93558,400,21865.3613
395.53006,400,21867.927236
396.44846,400,21868.595692
391.47543,400,21873.299302
396.01938,400,21885.622453
394.67468,400,21888.38171
394.99734,400,21891.05617
396.45544,400,21903.191785
318.40808,324,21934.927028
391.89746,400,21936.867473
352.23462,356,21937.365719
396.62366,400,21938.187743
388.59192,400,21939.169051
294.7769,302,21942.76672
396.8328,400,21948.252961
394.781,400,21951.377927
395.3766,400,21955.364327
396.3888,400,21959.780978
393.54977,400,21963.067055
392.97894,400,21967.722109
330.59164,336,21971.288561
395.9835,400,21975.873639
395.1429,400,21978.75616
388.38812,400,21997.636563
396.7821,400,22003.973109
391.6875,400,22005.902589
396.28674,400,22006.472963
392.44656,400,22007.232895
396.2218,400,22008.324234
394.97678,400,22011.850755
392.23727,400,22013.481085
396.64975,400,22016.457851
395.56738,400,22020.550809
395.515,400,22024.949815
393.9443,400,22028.182593
392.49548,400,22036.536398
396.5625,400,22065.698948
394.66153,400,22070.142809
395.26617,400,22072.91168
396.02365,400,22087.18741
391.53424,400,22093.509065
395.14432,400,22095.412787
394.7543,400,22095.876902
392.39636,400,22096.741629
395.10147,400,22097.900762
397.38614,400,22105.568664
391.82245,400,22107.194657
396.6129,400,22110.148388
385.39313,389,22112.316912
330.1162,336,22116.073954
396.32632,400,22118.392751
396.98682,400,22121.572784
394.18234,400,22129.696229
392.56064,400,22134.176338
396.1207,400,22136.957131
324.1755,330,22145.712866
396.02588,400,22161.498094
394.99225,400,22163.218168
393.66595,400,22188.935847
395.77032,400,22189.829068
395.28418,400,22190.792932
394.8918,400,22194.432964
397.54544,400,22196.04426
394.3132,400,22198.942347
393.95892,400,22201.238875
388.33655,400,22205.181926
391.61462,400,22207.630841
395.03833,400,22214.767595
395.96732,400,22222.907206
394.57364,400,22227.390033
396.24014,400,22230.288712
394.80997,400,22235.217708
231.75401,234,22241.671061
258.1197,263,22244.041239
323.25583,326,22245.563605
302.11572,307,22246.415468
394.13348,400,22256.560132
394.62424,400,22258.715401
396.85812,400,22259.318456
393.08255,400,22260.240202
395.6541,400,22266.416333
395.5783,400,22275.158964
395.64078,400,22277.48223
393.9897,400,22280.462451
352.69156,356,22281.81466
393.32394,400,22292.32246
394.4829,400,22323.940068
392.52148,400,22328.423041
394.89865,400,22334.557653
394.03088,400,22336.778061
394.39636,400,22338.379761
394.2767,400,22339.20713
388.47293,400,22345.242612
393.6174,400,22347.283657
392.30258,400,22347.824709
395.98752,400,22348.706322
321.5021,325,22354.163096
393.9051,400,22354.830099
396.5621,400,22367.41739
392.99454,400,22372.684222
397.50034,400,22374.129031
396.05582,400,22384.643261
395.45743,400,22387.134818
396.26184,400,22391.631432
377.7465,383,22395.621033
396.49857,400,22400.251963
392.2148,400,22401.807216
393.5357,400,22402.666683
394.59985,400,22412.933268
340.80273,343,22413.562522
395.87524,400,22414.923046
393.6686,400,22415.549845
394.39124,400,22416.524518
396.2299,400,22422.388764
326.26523,331,22452.79952
381.00833,387,22454.699814
393.5433,400,22462.00152
320.69366,324,22469.817863
395.68054,400,22477.66704
388.82623,400,22480.218428
199.53604,202,22481.333169
346.03452,350,22481.604738
396.09634,400,22493.401564
391.74545,400,22494.916116
395.85184,400,22495.827966
371.98325,375,22501.420022
395.46115,400,22502.169597
394.25876,400,22502.91072
394.7058,400,22504.351552
396.49176,400,22505.021661
380.7579,384,22518.292302
395.90616,400,22522.67304
372.84146,376,22526.229156
397.1078,400,22537.362553
369.64594,374,22537.528471
395.03577,400,22543.869267
396.98306,400,22545.030423
391.7798,400,22545.228572
390.8319,400,22586.207493
396.34412,400,22587.775076
396.44666,400,22588.544882
311.0059,313,22593.24533
397.65076,400,22594.382202
395.75357,400,22595.139127
393.48535,400,22596.009914
397.95148,400,22597.533892
395.68277,400,22598.154905
395.15717,400,22612.038015
396.18018,400,22615.549721
275.83646,281,22616.358442
392.9237,400,22631.213055
395.50687,400,22631.438448
392.59122,400,22638.826617
396.79916,400,22639.039249
323.37677,328,22650.332343
395.17996,400,22650.70111
396.762,400,22652.300116
393.42233,400,22653.085012
360.9805,364,22654.707914
395.10513,400,22658.192391
394.0303,400,22659.221524
395.36017,400,22659.983302
394.9449,400,22662.530375
366.0765,370,22680.20993
395.44385,400,22680.48968
389.31638,400,22710.00212
393.66846,400,22721.348227
396.2883,400,22721.626074
395.75677,400,22728.589117
395.47055,400,22728.903354
396.0268,400,22744.392521
395.0222,400,22744.84086
391.11035,400,22746.280308
395.9267,400,22747.149174
361.75626,367,22748.570808
395.1757,400,22748.85486
393.87155,400,22752.301124
394.19525,400,22753.357885
395.62244,400,22756.559103
367.56635,376,22766.632059
395.95456,400,22770.680861
394.07858,400,22774.382351
352.45837,362,22784.573868
383.44998,387,22788.054931
391.2567,400,22797.465465
394.7146,400,22797.727629
394.63733,400,22834.606537
397.17545,400,22835.065403
396.45337,400,22836.533248
392.0729,400,22837.274582
388.91,400,22838.798203
392.91455,400,22839.143757
394.54678,400,22842.669048
396.6702,400,22843.727894
390.86868,400,22850.952432
389.2218,400,22861.219587
381.4027,388,22863.317676
388.53867,400,22868.850774
392.65924,400,22875.155838
395.25616,400,22878.75358
392.49448,400,22887.91153
393.17664,400,22888.245161
341.97748,345,22895.785783
357.42468,365,22902.511455
393.6879,400,22904.0782
395.8075,400,22905.674832
393.70508,400,22906.479477
392.79248,400,22907.842535
392.16312,400,22911.341001
393.0524,400,22912.332134
319.1032,322,22915.379083
396.7604,400,22915.631025
391.84335,400,22925.730263
395.34177,400,22936.977594
393.49222,400,22969.030987
391.50314,400,22972.475676
393.4206,400,22981.269307
387.45566,400,22981.580749
396.37244,400,22985.053781
395.98242,400,22991.621401
394.51437,400,22993.172591
393.36392,400,22994.657453
394.64764,400,22995.570771
390.19955,400,22997.047894
383.29956,392,23004.351937
393.90308,400,23004.840095
395.49637,400,23008.892718
394.0768,400,23009.21347
395.21375,400,23019.438376
395.2344,400,23026.854536
338.58292,342,23028.216545
378.3193,400,23033.300265
392.18546,400,23050.293754
392.2448,400,23050.592068
396.81375,400,23054.392304
381.686,400,23060.951388
392.9495,400,23062.474833
388.19757,393,23062.990173
392.73932,400,23064.965264
395.34317,400,23066.407182
393.82205,400,23069.823245
390.69424,400,23096.316719
392.17178,400,23100.453839
396.43546,400,23100.801485
280.77432,283,23106.949502
392.83002,400,23111.210475
394.0786,400,23123.204787
394.17517,400,23124.517597
313.7613,316,23130.407138
393.247,400,23143.160877
394.98126,400,23146.861056
387.8424,400,23153.334486
391.66446,400,23154.904021
394.41284,400,23155.479834
394.84048,400,23161.264767
392.5056,400,23162.720497
394.5142,400,23165.89105
392.2503,400,23166.323985
395.25348,400,23170.078174
397.60748,400,23170.337103
391.86423,400,23176.435071
370.33197,376,23176.896359
352.2436,357,23183.146983
391.97302,400,23188.712631
394.03094,399,23195.692953
391.73862,400,23238.059769
317.1827,321,23240.56747
394.2903,400,23241.724114
331.63608,340,23247.679974
391.31708,400,23248.586978
391.21906,400,23250.16964
391.36932,400,23250.718173
394.60333,400,23253.944214
379.31705,400,23257.583664
396.13818,400,23261.626498
393.66714,400,23261.920505
392.8822,400,23268.03233
395.9202,400,23268.454083
395.8672,400,23278.647159
390.23392,400,23283.927083
388.65784,400,23290.809024
312.67773,316,23293.825001
272.9722,278,23298.241895
311.024,314,23300.912662
358.09723,367,23302.582583
395.41235,400,23303.831049
386.48816,400,23318.655894
393.41992,400,23320.283189
393.12784,400,23323.965678
394.72076,400,23327.491729
386.72394,400,23331.216931
385.71887,400,23331.524205
391.93253,400,23363.363029
393.0946,400,23363.871121
392.00433,400,23369.607367
386.20334,400,23375.022235
394.2983,400,23385.956495
387.23712,400,23389.363887
324.618,335,23389.537951
387.64322,400,23393.708329
391.32327,400,23396.515342
392.9819,400,23398.345359
358.87173,374,23408.309031
391.5439,400,23410.716303
394.72876,400,23416.020021
391.55896,400,23419.524597
395.44293,400,23423.421578
379.38077,400,23423.646126
393.4436,400,23433.509337
390.414,400,23433.930103
234.73209,240,23439.688421
393.61563,400,23440.05404
318.08124,324,23440.902367
387.5419,400,23445.753999
349.69745,360,23454.356339
388.33646,400,23456.039808
387.673,400,23456.393521
394.39865,400,23463.79951
391.32416,400,23504.786881
379.05298,400,23507.271742
381.9484,396,23511.562043
395.1221,400,23515.406991
369.6567,385,23517.070988
310.2416,315,23518.245646
390.6204,400,23519.207608
392.06757,400,23525.65464
390.88354,400,23526.08777
393.28558,400,23531.818005
393.09625,400,23532.956694
388.61694,400,23537.680104
347.65546,352,23544.493587
393.09558,400,23550.2422
388.5647,400,23552.283059
395.85046,400,23559.462935
336.42682,342,23564.300709
269.35657,275,23565.744379
395.3774,400,23570.729626
390.8778,400,23577.490894
391.71848,400,23581.442842
393.7987,400,23587.176889
391.83768,400,23589.484392
388.83,400,23595.516417
394.7537,400,23595.898389
370.16922,376,23597.887876
382.02448,400,23628.790332
394.0891,400,23633.611214
393.10162,400,23636.733498
391.86884,400,23642.445212
395.16254,400,23644.324167
385.5454,400,23651.697636
365.09448,372,23658.026385
385.71735,392,23659.705645
305.78296,309,23664.751472
386.28687,400,23667.707483
313.36365,318,23670.258646
392.41058,400,23674.916119
389.34854,400,23680.93282
357.3111,369,23684.430227
394.3192,400,23689.74756
391.41965,400,23691.885347
394.51578,400,23696.584053
390.91013,400,23705.061119
390.28937,400,23708.234773
381.323,388,23713.490921
390.4722,400,23713.887662
310.4848,315,23721.366879
395.9111,400,23723.073461
347.78506,356,23725.185824
394.35522,400,23725.498757
394.72287,400,23727.380101
341.0418,348,23729.770495
317.72995,324,23766.735366
388.77,400,23769.349339
308.69724,312,23774.172902
396.42468,400,23779.573956
392.55844,400,23790.122228
392.65463,400,23794.526169
396.26816,400,23799.009107
393.36496,400,23801.958762
393.168,400,23807.184004
388.13892,400,23807.453438
312.53427,316,23809.578922
393.24188,400,23819.093297
393.14404,400,23820.772785
277.3155,282,23822.115404
396.34222,400,23823.078833
393.93466,400,23823.437603
393.5002,400,23825.376616
324.6616,328,23829.48602
330.41644,335,23836.916279
394.8541,400,23838.735576
391.23596,400,23857.403129
391.95642,400,23865.748915
390.82632,400,23870.103838
391.71085,399,23899.163532
294.30994,298,23899.356456
384.08475,400,23904.47331
395.14667,400,23904.70108
390.82837,400,23906.830105
346.84747,357,23907.210296
348.02396,357,23909.23568
360.6151,365,23910.685955
394.58636,400,23912.625535
392.24655,400,23918.561974
396.277,400,23922.628268
380.38788,400,23933.869738
395.71808,400,23935.803545
394.85043,400,23953.999062
394.3177,400,23958.243109
296.07254,302,23961.606182
392.4399,400,23962.64573
393.00455,400,23965.288611
392.86673,400,23965.606009
392.9572,400,23970.957143
392.58734,400,23971.279392
395.81516,400,23977.542939
392.41748,400,23978.008153
392.7086,400,23980.199117
394.4303,400,23983.65977
395.04147,400,23989.215861
84.02578,90,23992.613006
392.6162,400,23993.435934
392.9842,400,24000.846538
396.46298,400,24002.856451
331.65527,343,24040.055291
389.677,400,24056.423862
394.33875,400,24059.829183
