Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout
1262.8801379203796	32	25537.86072414295	1292.9909878515225	26009.216136605555	19100.865153599683
1301.2402222156525	33	25900.634671339678	98.89033891498548	26053.850060267836	25693.48873185491
1340.6890242099762	34	25859.92120523534	123.28655204864242	26016.456596612006	25549.690880670518
1381.9081356525421	35	25878.000293902638	122.14750536322438	26034.548273204386	25525.29184659114
1420.7186875343323	36	25856.69560011413	121.9891751775552	26054.981737842787	25538.222882149657
1458.982806444168	37	25905.955257432943	159.68212824850744	26098.618449870337	25319.438000710627
1497.5261783599854	38	25958.783493837458	104.57035861579338	26074.53238177198	25560.502629884904
1536.8139388561249	39	25509.22480356693	1683.2951671729063	26094.866285714234	18354.65158456355
1579.3225555419922	40	25953.160805384017	115.74111291739517	26083.708249461208	25673.395655711847
1616.8628392219543	40	26093.71134376887	0.0	26093.71134376887	26093.71134376887
1658.7395844459534	41	25769.10177588414	1249.2459666511388	26110.482297807404	18835.780317402256
1698.9592924118042	42	25989.66776187285	128.8177128859685	26116.625094428273	25662.043696816436
1739.5979924201965	43	25621.52423362614	1428.3986819672843	26159.285757451864	19470.08533656927
1782.3355157375336	44	26011.7127173433	96.45708651149062	26146.303085901367	25768.372727920283
1823.4118201732635	45	26013.759472783702	100.74038760152632	26151.70200591533	25722.612407468412
1867.1231849193573	46	25788.908766532404	1026.7222210434034	26168.309992976327	20116.794824149303
1910.7124729156494	47	25854.613949151375	972.8214590861417	26165.375862241308	20484.745629263653
1953.710437297821	48	25933.95504174313	623.1060212149803	26189.67394954094	22535.096874029154
1995.6151471138	49	26070.85210108866	118.8588497682103	26197.747634206364	25752.028414374025
2039.7336120605469	50	25858.32436509233	1304.1525549946314	26209.73870395821	18622.191238212697
2081.20481133461	50	26214.23296955479	0.0	26214.23296955479	26214.23296955479
2125.831991672516	51	25612.862747121042	1643.026761904717	26233.57161271883	18318.653800337033
2169.1219210624695	52	26073.989804315428	117.85790442135215	26220.774020839966	25745.860751732307
2213.3608887195587	53	26102.52400561112	108.76557690126866	26228.862536195982	25733.005562127248
2255.900773525238	54	26122.607255071372	87.81034190887073	26225.211846788894	25888.056953110463
2296.2317028045654	55	26120.753974548796	93.30606629615879	26260.645624520395	25783.13862714343
2338.880503177643	56	26124.47893901477	121.80477501570029	26251.492248068447	25569.225028523408
2380.6512637138367	57	26086.226443284017	472.0413114403063	26275.750591186017	23499.579064021258
2423.205092191696	58	25343.593319451185	2188.165421968967	26295.11843014178	17710.56368853641
2466.1770384311676	59	26107.013122131662	165.94910620004043	26264.43153279799	25510.454367580813
2509.637391805649	60	26121.491940598266	155.48642162701194	26296.84847840927	25811.06591026654
2551.244133710861	60	26279.430657445315	0.0	26279.430657445315	26279.430657445315
2593.539656162262	61	26172.060201517386	126.56597015298573	26297.85472221702	25563.146165607566
2635.3617131710052	62	25949.394919324608	1303.9997117581688	26305.80789855082	18702.65035527726
2678.751989364624	63	25954.207621283884	934.5065814971138	26284.64734114259	20877.20597312308
2721.4090116024017	64	26139.613009524743	135.51695976348321	26327.573258556553	25772.20541346139
2763.7345843315125	65	26197.410830202876	111.84749469299604	26302.31962278504	25681.517944837615
2806.6811764240265	66	25706.388549177394	1591.037659157123	26322.534028628565	18962.13048299614
2849.379012107849	67	25924.19729603061	1330.5013204701563	26335.921550321553	18588.659782059665
2891.2717349529266	68	25970.24108680915	930.4727832042637	26332.605776885095	21056.573725446247
2932.2955293655396	69	25531.539225387947	1875.7832171145592	26340.554053657037	17356.50906609163
2974.1707508563995	70	25431.96306830428	2141.261550903831	26340.03644602496	17654.441292076506
3013.706424474716	70	26330.030116044836	0.0	26330.030116044836	26330.030116044836
3054.4540135860443	71	25942.980213759598	1041.8012476064062	26357.191790529876	21058.038534085386
3097.526109457016	72	25699.50819003123	1594.468173298255	26335.118522336485	17722.418272889132
3142.5277795791626	73	25301.90388188872	1940.8230046120784	26356.16364569918	19880.285068993642
3185.4094161987305	74	25654.864815576286	1561.6590051441626	26328.252330194584	18320.00310900807
3227.2817628383636	75	25555.958655414634	1637.860752768614	26332.469085442495	19604.341773207783
3271.005688905716	76	25769.675140544052	2094.6991916302236	26329.817112618282	14168.41782260999
3313.613651752472	77	25205.179273842143	2715.787866157776	26335.329625299233	15503.159389873117
3357.7232298851013	78	25609.58883945868	1640.975229615146	26318.244554049405	19329.47154845387
3400.88312959671	79	26015.900258935777	1154.3033679383532	26329.848957541388	19616.695858164177
3446.68811917305	80	25456.497270354397	2263.0835019249294	26349.33968160563	16822.417318065058
3489.2566483020782	80	26341.23508092591	0.0	26341.23508092591	26341.23508092591
3532.4762692451477	81	25930.276172042664	1443.2747959526394	26358.521429025444	17943.580608939952
3576.692270040512	82	25745.07977892063	1564.8510702199314	26336.85089968206	19433.972710186983
3621.6612672805786	83	25710.004141354242	1657.2876156833688	26365.192162273892	18514.945448772338
3664.035331726074	84	25595.436010918078	2173.435733796907	26342.20249780209	16413.992660530195
3707.0311300754547	85	26197.225459051755	131.90443056400662	26347.31002036878	25862.952132257546
3749.25790643692	86	25733.742246501613	1627.9706093470827	26371.668766026472	20004.002522890773
3793.7873113155365	87	25467.87066408901	1879.1046607719431	26351.12212271324	19480.347522992794
3837.4099543094635	88	25332.75531031713	2354.748414655999	26354.83142353198	16578.117991136358
3879.8549296855927	89	25081.060403995092	2085.471578031069	26360.722321020658	18380.428164670968
3922.7414746284485	90	25824.135430723036	1160.3860827585108	26370.68994477032	20530.78809965772
3963.6004827022552	90	26380.396529452624	0.0	26380.396529452624	26380.396529452624
4007.6678240299225	91	25286.44615600336	2045.521678818132	26375.306869560744	18077.114441249774
4051.3554904460907	92	25466.433504182278	2033.4221503037993	26359.919226863	18092.60027740355
4094.3345324993134	93	25443.34762117306	2247.955992480306	26375.959272874377	17123.226219189066
4137.714653253555	94	26040.108950329006	844.9234672640027	26376.020572067748	21429.8679532166
4180.901510715485	95	25600.4303843726	2084.4749550853444	26391.126049704864	15949.462662286898
4221.870831251144	96	25952.89917827717	1184.1620130833842	26382.926207740504	20217.616036471685
4265.565156698227	97	25664.383196059323	1607.2113169083382	26367.12391590798	17861.29631785698
4306.738558292389	98	25354.34092000394	2111.9318571171198	26379.630447151234	17184.009265987355
4348.86457657814	99	25159.057091475253	2490.3714429601823	26365.10142348299	16393.89518632642
4393.034518241882	100	25893.04310987303	1297.7338279994374	26382.37264810705	19141.039285595634
4433.917489051819	100	26384.656815480765	0.0	26384.656815480765	26384.656815480765
4480.156308174133	101	24949.641461305742	2254.276964159046	26372.568318135287	18478.161756779897
4525.000108718872	102	25968.07791040998	1066.315397290936	26396.853119715608	21825.252814439187
4566.895045042038	103	25456.333249351377	2333.944093268146	26378.310743416303	17092.81669310028
4612.744254827499	104	25614.349599131834	1350.2132254868507	26391.53821832625	20915.175355396725
4658.116342544556	105	25535.73634806283	2254.0551837305197	26400.312632652836	17200.183708341672
4702.280167341232	106	25074.23922385671	2823.4858356822638	26384.08071068867	16591.616597719654
4749.567044734955	107	26047.172217150313	1136.638995180931	26378.445497166562	19777.186116261317
4795.214542150497	108	26164.31823653666	250.13027180410037	26390.71078309164	25528.898608678755
4838.9758512973785	109	26059.15277501879	1076.2091610090329	26402.455622823836	20126.458579097107
4883.694849491119	110	25827.893923417607	1282.6230348046454	26394.50748882326	20788.183375703906
4926.125295639038	110	26382.99773763363	0.0	26382.99773763363	26382.99773763363
4968.841225862503	111	26210.765854681456	216.2011122265286	26400.079181403005	25601.494862621177
5011.834009408951	112	26080.17718185995	563.6332132817541	26372.967235110795	23162.21210304506
5058.9166440963745	113	26071.33709207906	903.6605702155128	26369.108788837984	21131.198333878125
5104.012444019318	114	25940.30787014901	1344.2768007833893	26399.138989578416	19094.25000078292
5148.219148635864	115	25444.650893892693	2170.4431131031442	26387.425871336538	18668.461973841353
5192.407721757889	116	25781.237698178906	1609.3646817437016	26388.78974724157	18655.32472261435
5242.41056895256	117	25841.075420285393	1340.2393052101368	26387.65556331014	20487.65898127785
5284.610313177109	118	26257.62298791075	177.8786153820513	26414.184891438184	25434.61921035172
5328.833605289459	119	26030.013854422992	1239.0064504252223	26409.406570362396	19194.109561239413
5375.047017335892	120	25728.97758383762	1545.3927475462851	26423.072398654083	19755.33197469605
5418.152027606964	120	26417.57241720337	0.0	26417.57241720337	26417.57241720337
5463.531889915466	121	25419.017911394156	1785.3154030756589	26413.36798374974	18740.332150241735
5506.667733430862	122	25899.074311028133	1216.1399166696717	26406.532487543274	20189.800878342223
5551.631569623947	123	26086.727350798057	784.8789970050233	26413.424990441494	22109.599831099324
5594.468394517899	124	25972.434732707785	1143.0070213264746	26408.653987814596	20456.811412554936
5641.124637842178	125	25843.61491471357	1825.555482758279	26411.918525724595	16251.363550425265
5689.570726394653	126	25954.003664226635	1572.0532986340977	26415.29371279036	17995.933372309606
5735.0574996471405	127	25345.625083936444	2746.817632787048	26423.09555754812	16255.144847354062
5780.656469345093	128	26304.05909764218	139.3127435973906	26407.14951197686	25669.44634535303
5825.6325895786285	129	25265.472390454845	2342.7814581277667	26411.233014702237	16907.610782037227
5873.418165206909	130	26020.26011721365	862.1413370048671	26412.341847004252	21699.37543875888
5917.444559574127	130	26408.72368186836	0.0	26408.72368186836	26408.72368186836
5961.782857656479	131	25770.554707738	1842.5749043759042	26421.717933092346	17190.306728483232
6005.04293680191	132	25993.180814516898	1101.0265442899006	26418.435515930443	21764.098840685347
6049.808900117874	133	26259.43368893623	177.85795650077353	26412.37190323351	25791.431820053975
6095.291369438171	134	26310.291751492863	195.55418134623272	26440.75421953141	25385.046131354466
6138.607157945633	135	25277.129759088988	2270.787368948759	26429.227637220327	18790.781594832297
6184.425576448441	136	26164.674933988466	332.681108949981	26425.794142133625	25330.812348416654
6229.106330394745	137	25971.141185350083	1243.9976909804261	26429.201454921476	19248.809337700808
6272.551619529724	138	26277.164196773134	182.70533137293205	26439.82960230518	25607.9630372214
6317.953224658966	139	25811.09466982	1714.8057123771043	26418.811938979205	16440.187073544887
6368.417615652084	140	26062.72377341037	1239.8655643546363	26449.138154485056	19222.46787183837
6411.526271343231	140	26453.874495655386	0.0	26453.874495655386	26453.874495655386
6457.958795070648	141	25916.601947847932	1159.9239464386794	26445.452352187887	20111.864935298752
6503.472895622253	142	26118.47107058479	515.8874773960865	26427.730203208597	24303.327875861432
6548.735395431519	143	26325.982704911366	111.63402584838482	26448.836909894777	25961.921059518852
6595.615033149719	144	25925.270858175933	1614.1877515497226	26433.22645344031	17041.622037246598
6641.00892496109	145	25977.897792499818	1415.7851736164366	26430.70665254122	18276.21788048501
6685.353587627411	146	26286.88565382932	183.71581979929695	26440.3746561988	25606.52541334197
6728.726892948151	147	25697.38382310565	2108.1373902626315	26413.602807841133	16687.133123226533
6776.420472860336	148	26310.42905152751	131.9839934378157	26425.122664755625	25829.947741722386
6824.874724149704	149	25361.746371468107	2968.678922604646	26448.488715127503	11689.65102332155
6872.902952194214	150	26029.190265763114	1122.6422406144327	26424.067705790963	19885.481291121476
6916.580546140671	150	26432.188812545035	0.0	26432.188812545035	26432.188812545035
6961.240650177002	151	26087.57184098942	1062.4580106357546	26426.45746305414	20261.1398496093
7008.136227846146	152	25780.333900637892	1569.3411064356544	26436.235753004235	20763.2866341091
7053.267631053925	153	25981.5631981994	1528.184745335049	26439.679984217342	17745.735943921853
7098.639714956284	154	26028.939599303492	1304.5555918106393	26429.018974968654	18881.45326143975
7143.104494094849	155	25825.549402869612	1871.1138594429317	26418.593957498546	18315.561675962206
7195.191967964172	156	26274.279148394846	201.96915326497222	26458.234844941235	25452.107573530127
7240.570974588394	157	25786.370751687515	1603.2778576188537	26434.53507870745	19433.740820534153
7286.101433515549	158	26058.62754484419	912.3068809322651	26427.68467117838	21569.574357190664
7331.258187294006	159	25983.45378631605	1699.1691678893283	26440.7391720371	16584.631420660553
7377.39774107933	160	25527.396584447575	2133.2464521960333	26428.500720181517	17998.11852014538
7419.826668262482	160	26414.117319490517	0.0	26414.117319490517	26414.117319490517
7461.774373292923	161	25664.881006301533	1893.4823695786047	26428.832111440923	18475.80158524732
7505.459962129593	162	25185.31150647985	2488.278155246202	26436.593049516494	16175.620847575878
7549.328997135162	163	25999.76996996659	1237.137518484162	26427.280157929894	19302.985547205684
7596.509190559387	164	26231.957592107825	261.9215920293477	26434.938596843254	25105.382427824432
7641.239144563675	165	26109.29142324451	1189.3478499903397	26441.56266158099	19528.55180901605
7690.044611215591	166	26229.188974340796	340.1261364520711	26448.840775753877	24875.624607323167
7736.742896556854	167	26251.302173750835	315.3626956449926	26454.848377643913	24751.5296895197
7784.368007898331	168	26095.615854942844	1191.2569362846991	26446.363710628255	19517.437905765066
7829.964077949524	169	26085.696904173183	634.7444746900342	26432.78107606636	22944.66322958121
7875.4704394340515	170	25682.327354334255	1881.5098824168779	26434.159458685008	18654.923961543853
7916.22030210495	170	26449.149777493985	0.0	26449.149777493985	26449.149777493985
7961.242337226868	171	25684.887179016092	1971.5082010507601	26442.88648214165	17087.953021480662
8005.355870485306	172	26282.214694455593	229.7110526749679	26444.560796612564	25527.004193385343
8052.922252655029	173	25830.252222994037	1235.0393330735108	26445.7426642864	21070.440653342397
8098.976118087769	174	25829.693838986168	1287.7235536631274	26444.698570805667	19931.11949517596
8142.516293764114	175	24251.33747549164	3187.3778324375007	26447.107485792967	16556.478360659585
8187.780453205109	176	25926.668709941558	1213.3743591582531	26433.82988400319	19405.71428408606
8232.366233110428	177	26017.034973435868	930.2187685094926	26441.421668409395	21447.322609224546
8277.606875896454	178	26187.580049299773	524.1177994712575	26433.056072546755	23661.517799356978
8322.285502672195	179	25468.294213271223	2178.9845266573493	26431.507463969032	16332.142726456213
8367.695407629013	180	25803.038929762006	1588.9385622807092	26427.32304495881	19441.456047445692
8409.611982107162	180	26450.616176363066	0.0	26450.616176363066	26450.616176363066
8453.049055337906	181	25756.671644027396	2048.321404056776	26415.376899019913	17136.505986466975
8504.086529016495	182	26257.22005780763	251.76397587723193	26433.894433850914	25203.177093570022
8549.483169317245	183	25773.72068053118	1655.9352704203368	26425.89928083247	18907.950883422323
8594.184460878372	184	25863.640697502095	1946.4368991891436	26409.266603995242	15450.873107822847
8641.141996383667	185	26252.799988569725	257.81851327081205	26435.087855458707	25355.362935905086
8688.317752838135	186	25970.44897836649	1257.1911642969699	26431.8551939085	19244.66116589204
8732.670430660248	187	26305.67720260081	208.0873630278092	26444.922565907767	25298.94235240204
8781.134662866592	188	26008.293742764465	1279.6514137483668	26440.56247493383	19044.50550876489
8824.68182516098	189	25894.64896989159	1598.2410983250675	26447.903377795694	17677.236854074596
8875.851252794266	190	26099.784689894448	468.9984313354209	26437.152887622808	24127.685832190156
8919.222332715988	190	26457.14818288383	0.0	26457.14818288383	26457.14818288383
8963.81512260437	191	25996.85814343229	1697.1857060722002	26440.74385903139	16614.797518156734
9008.609828472137	192	26165.19600049475	429.7078700758278	26453.232552085185	24453.41147256486
9055.118151903152	193	25675.546842740776	1988.9525450642068	26444.69246637264	16383.769942620615
9099.379845380783	194	26105.4324256689	952.9507290130608	26440.41003318028	20908.31330362838
9145.312918901443	195	26108.800575374527	1023.6815128253193	26455.16165375943	20477.790843849863
9191.21156668663	196	25729.690737349803	2354.886017140408	26449.416466006107	13335.907002764417
9238.440166950226	197	26308.75606386661	165.48498172303565	26442.032906130866	25590.660835229213
9284.435190677643	198	26217.409501715098	748.6186603606797	26456.053124214723	22090.215709437707
9329.90073132515	199	25776.459069055643	1614.777578801493	26462.247568787316	18460.78614327545
9380.46559047699	200	25933.14584180058	1290.9692482490632	26441.802090368325	19075.775136652108
9423.320316791534	200	26450.439189145483	0.0	26450.439189145483	26450.439189145483
9469.030555486679	201	26119.58097722623	994.7492724280976	26452.89038465721	20748.940207128628
9515.778222084045	202	25957.413911883734	1424.9898802515752	26454.017922802606	18308.981769891823
9560.943569421768	203	25542.75480350403	2075.2685490272256	26441.134380707463	17679.038947638055
9606.565028905869	204	26057.89193066479	1660.2252711529177	26445.386603374667	16827.353432410404
9652.431443214417	205	26113.898607007068	1134.9511788991545	26444.74407016836	19851.09111074832
9699.659152269363	206	25966.34857273847	1374.07571637422	26434.037964059044	19022.70838549186
9747.097463607788	207	25515.92753425581	2413.1166694261165	26451.988094985572	15445.938063407444
9793.918560504913	208	26351.222812591866	108.98220537233136	26450.008460381046	25992.093911382995
9840.366581201553	209	26050.8599035643	1056.0739158237404	26466.79192719982	20345.144360269056
9889.08249616623	210	26121.877190930973	619.0438436291469	26462.425131713822	23424.904819189134
9932.33167219162	210	26458.645319413874	0.0	26458.645319413874	26458.645319413874
9979.004979372025	211	26225.996471803897	283.6760941833116	26465.612872855716	24910.063668033916
10022.845954179764	212	25387.7661909207	2700.945101210169	26471.740213749257	14051.082769558896
10069.955530643463	213	25764.166796147372	1840.0806559419418	26437.830505180347	18666.489402446125
10117.413505077362	214	26237.19029270356	265.2877535464032	26455.07377114658	25189.104329248003
10164.29938006401	215	25658.451027152765	2021.3972278345645	26466.741452002338	17678.344496232236
10209.172379016876	216	26110.687257788588	754.3031741328314	26434.418307038497	22907.431809190675
10258.336521625519	217	25063.53375791773	2542.1559568508865	26442.352245963433	18276.52807959481
10306.36750292778	218	25346.58423121179	2897.7352627109362	26437.960776086544	12517.832000885528
10355.517303943634	219	26216.670724185366	465.0530014413045	26442.19058398498	23789.343043267203
10403.380973100662	220	25992.99663232017	1746.9685075120078	26456.93188402747	16352.92561670088
10446.98969078064	220	26452.769344075034	0.0	26452.769344075034	26452.769344075034
10495.41417312622	221	26097.91979545751	831.9395743989762	26453.532088377822	22364.78964519616
10544.764616966248	222	25989.837793722272	1231.006685311443	26457.760148269423	20409.670264691053
10592.086660385132	223	25857.101240318283	1448.0236299564306	26456.4936122446	19813.479403460053
10642.555652856827	224	25629.266945894757	1910.2778941000938	26432.054407663843	18752.89741175805
10691.879113912582	225	26303.7144336091	113.15340877092014	26462.939899393295	26012.666537488225
10740.36782836914	226	26052.374922040948	1479.9972049271091	26449.070938486013	17847.06999470192
10787.476007461548	227	25861.100987841557	1911.9217741452821	26438.532792572754	18184.74106437516
10835.713222026825	228	26329.464784623488	117.7232969459107	26456.346341777116	25961.312392783795
10886.197433710098	229	25408.4550464021	3334.715557014046	26460.23315794438	8261.15767940603
10931.657660961151	230	25777.43554896649	1916.9589733088287	26436.215857429983	17072.18217566891
10974.497423648834	230	26423.074775490077	0.0	26423.074775490077	26423.074775490077
11024.099811792374	231	25420.150248340302	2517.6006455325783	26478.118004948024	14635.383377378736
11072.348678827286	232	25829.42871792082	1675.9910482466807	26453.254429989116	19201.009160750873
11121.863539457321	233	25981.12381216545	1865.5945994187673	26457.377874536745	15635.410181535755
11172.148287534714	234	26260.9632992486	197.81115924595818	26443.474959690768	25719.087068037836
11222.263494968414	235	25850.585633264367	1454.6618589731154	26439.634700396913	18207.664999936198
11272.88656282425	236	26099.51276554712	930.0035520360203	26432.68658277381	21029.17166493551
11319.449348449707	237	25860.96614270869	1846.3616574733956	26419.05125487451	15825.842417284828
11368.558126926422	238	25863.742390542502	1301.6102522106894	26437.13894248142	19885.45980049153
11415.938211679459	239	26210.586668362022	432.7079439416283	26460.23250532505	24023.48774467396
11465.377569913864	240	26040.365899525204	1033.683844856835	26432.293786971906	20584.28235524329
11509.223264694214	240	26451.939992729607	0.0	26451.939992729607	26451.939992729607
11557.871362924576	241	26287.00881961888	315.7493320205631	26463.854231161487	24658.524661772324
11611.95720744133	242	26237.491440836275	266.93980545312985	26449.540138349024	25195.03892071054
11657.042618751526	243	25961.264110629614	1756.1116139858993	26443.8585893478	16260.831561933706
11705.26096200943	244	26157.480440001047	496.19479172926674	26471.798060430687	23868.49812100555
11750.519633293152	245	26335.37948185774	244.65623665195176	26450.832388450945	25089.40121699832
11796.84741640091	246	26286.192369571665	194.35181637468943	26457.59149768457	25635.10319476496
11842.960751533508	247	26314.88666748456	251.79577773269182	26445.444921442366	25162.013549040992
11891.784778118134	248	26254.446010280262	235.1840301692984	26459.357164440164	25282.518030620562
11939.48262476921	249	25732.978029056714	1610.7168080602842	26447.783753589192	19332.521141903628
11985.003934621811	250	26237.854922020924	412.0706914294396	26478.412497753743	24242.391288552673
12027.360628843307	250	26452.826352113163	0.0	26452.826352113163	26452.826352113163
12072.508017778397	251	26140.84312925656	843.3715577863503	26476.05062232315	21607.86678788499
12121.555287122726	252	26081.417127956716	843.7828786268897	26476.514583821652	21688.174591994455
12168.48106098175	253	26258.10035137168	227.11201693411485	26478.314753762847	25514.403013981093
12216.88950920105	254	25992.633595789055	1286.3351366504453	26465.469510506413	19100.241616719508
12263.98368358612	255	24988.248142053417	2506.671761417063	26441.867302549566	18063.312826064026
12310.02758550644	256	26230.065596858964	244.79259378335303	26435.551825551418	25454.26874640391
12359.155332803726	257	26330.41621419594	206.09985530776225	26445.319805876232	25244.820205943062
12407.09753370285	258	25874.681070997856	1518.4466074909044	26444.943099983124	19371.449377559653
12457.495394945145	259	26107.505170566492	1040.6168503803688	26456.339609998853	20423.332265560686
12509.743512392044	260	26108.49883818908	742.2624154987475	26456.90250650489	22326.039713049813
12552.233860492706	260	26453.390750513052	0.0	26453.390750513052	26453.390750513052
12601.311440229416	261	26118.741444330542	742.3231779835816	26456.965209745704	22445.576829603793
12647.253183603287	262	26048.410220680875	1286.6201115054585	26466.320640930575	19061.76405552699
12694.899146318436	263	25977.307393483046	1670.906189167613	26465.298641901554	16748.120841108783
12742.243552684784	264	26271.443559656975	288.26979813707567	26469.368756502892	24917.401853542837
12789.63799405098	265	25807.100208437507	1585.0138893486067	26452.01592935837	18774.125449357383
12836.414390563965	266	26090.38347335785	884.3829395983001	26448.69756467814	21453.187275844488
12885.912313699722	267	26014.632211256147	1613.431141933296	26461.213059754133	17079.75276227257
12931.018552541733	268	26129.347775927454	903.9384180012255	26468.16795767573	21423.16730552109
12980.418779611588	269	25990.02103011047	1067.9710857920597	26458.69337453486	21204.670235938807
13026.992550611496	270	26304.276384688645	193.6665749428046	26451.99849284607	25554.553257708558
13070.36238527298	270	26460.801956925945	0.0	26460.801956925945	26460.801956925945
13117.760130167007	271	26257.43119779277	374.5723394221127	26453.872993177818	24637.900920965883
13165.460764884949	272	26093.555014325524	820.7858794203906	26441.087513941464	21867.73262761199
13212.996312141418	273	26052.79963289155	869.3927300449155	26456.63881585221	21731.810903662506
13259.659678459167	274	25955.718140926874	1394.3793729665852	26471.795685397017	20296.947689605626
13309.632293462753	275	26118.267136945327	584.5454536913246	26466.923134982808	23299.557788883914
13354.66244339943	276	26110.662320290732	534.5297185977822	26459.858977113046	24343.78137830598
13400.777206420898	277	26029.056707126867	1257.83657800085	26449.83555419546	19187.92973333198
13445.353665828705	278	25917.94311206779	1790.2557841784437	26463.494081282275	16142.4693911665
13490.077953100204	279	26304.608562181384	168.77731486486525	26470.20644954152	25646.693011109157
13536.508820295334	280	25920.634924755796	1388.5168657478323	26482.906714930305	18417.439983505617
13576.224210977554	280	26439.315681397213	0.0	26439.315681397213	26439.315681397213
13619.811949968338	281	25842.614672587482	1854.6968866006862	26482.28498449714	17366.759870108923
13664.945216417313	282	26269.21697576171	293.58093846181936	26453.326221688214	25070.321586643662
13710.975124835968	283	26279.331765757066	261.8165189749876	26475.368158261674	25258.35246202358
13755.286201238632	284	26331.020541952887	102.67827321430858	26457.09577187456	25987.80766034866
13798.930320501328	285	25881.65412735711	1353.0271342945794	26457.911156033857	20559.469075614754
13847.698274374008	286	26241.762115704074	273.7917251319038	26465.739862702176	25038.85432205259
13894.165521144867	287	26193.16467873678	440.6285614503025	26429.057149258813	24195.69232993279
13942.253069877625	288	26081.51524411914	1098.3486725168093	26468.18289814369	20087.625982359936
13989.986132383347	289	25976.739140996568	1332.7627712777403	26463.39223288068	18731.867520392807
14033.647438526154	290	26040.94973259743	1480.8865824979976	26466.763854453067	17837.908841142056
14074.9576587677	290	26437.87570164492	0.0	26437.87570164492	26437.87570164492
14120.240785360336	291	26220.15953922971	251.73086731722515	26443.863935213136	25429.97147743725
14164.82039475441	292	25673.403344379352	1722.4295937177199	26464.78245356284	18132.06054035779
14207.256625175476	293	26305.390608511858	252.818901297047	26489.520364741336	25182.30756577635
14254.816648483276	294	25827.613333044428	1706.1609956586783	26466.882071945918	18365.618259592873
14303.628648042679	295	26105.566520917222	615.9554128557522	26450.238281916558	23339.86782953411
14347.003970384598	296	26276.657077361637	244.4220069163541	26451.084589975417	25329.96906746066
14393.673888921738	297	26305.043105921395	195.451274542945	26477.62008646805	25523.334505767925
14441.995912790298	298	25573.71466113742	3568.3878309684223	26459.390198896206	5881.239324061672
